技能id,等级,需要材料,需要银币,需求等级,
187,15,33=30,48000,70,48000
187,16,34=34,96000,75,96000
187,17,34=38,104000,80,104000
187,18,34=42,112000,85,112000
187,19,34=46,120000,90,120000
187,20,34=50,128000,95,128000
188,1,31=1,0,0,0
188,2,31=2,500,6,500
188,3,31=3,1000,10,1000
188,4,31=4,2000,15,2000
188,5,31=5,4000,20,4000
188,6,32=6,8000,25,8000
188,7,32=8,10000,30,10000
188,8,32=10,12000,35,12000
188,9,32=12,14000,40,14000
188,10,32=14,16000,45,16000
188,11,33=17,32000,50,32000
188,12,33=20,36000,55,36000
188,13,33=23,40000,60,40000
188,14,33=26,44000,65,44000
188,15,33=30,48000,70,48000
188,16,34=34,96000,75,96000
188,17,34=38,104000,80,104000
188,18,34=42,112000,85,112000
188,19,34=46,120000,90,120000
188,20,34=50,128000,95,128000
189,1,31=1,0,0,0
189,2,31=2,500,6,500
189,3,31=3,1000,10,1000
189,4,31=4,2000,15,2000
189,5,31=5,4000,20,4000
189,6,32=6,8000,25,8000
189,7,32=8,10000,30,10000
189,8,32=10,12000,35,12000
189,9,32=12,14000,40,14000
189,10,32=14,16000,45,16000
189,11,33=17,32000,50,32000
189,12,33=20,36000,55,36000
189,13,33=23,40000,60,40000
189,14,33=26,44000,65,44000
189,15,33=30,48000,70,48000
189,16,34=34,96000,75,96000
189,17,34=38,104000,80,104000
189,18,34=42,112000,85,112000
189,19,34=46,120000,90,120000
189,20,34=50,128000,95,128000
190,1,31=1,0,0,0
190,2,31=2,500,6,500
190,3,31=3,1000,10,1000
190,4,31=4,2000,15,2000
190,5,31=5,4000,20,4000
190,6,32=6,8000,25,8000
190,7,32=8,10000,30,10000
190,8,32=10,12000,35,12000
190,9,32=12,14000,40,14000
190,10,32=14,16000,45,16000
190,11,33=17,32000,50,32000
190,12,33=20,36000,55,36000
190,13,33=23,40000,60,40000
190,14,33=26,44000,65,44000
190,15,33=30,48000,70,48000
190,16,34=34,96000,75,96000
190,17,34=38,104000,80,104000
190,18,34=42,112000,85,112000
190,19,34=46,120000,90,120000
190,20,34=50,128000,95,128000
191,1,31=1,0,0,0
191,2,31=2,500,6,500
191,3,31=3,1000,10,1000
191,4,31=4,2000,15,2000
191,5,31=5,4000,20,4000
191,6,32=6,8000,25,8000
191,7,32=8,10000,30,10000
191,8,32=10,12000,35,12000
191,9,32=12,14000,40,14000
191,10,32=14,16000,45,16000
191,11,33=17,32000,50,32000
191,12,33=20,36000,55,36000
191,13,33=23,40000,60,40000
191,14,33=26,44000,65,44000
191,15,33=30,48000,70,48000
191,16,34=34,96000,75,96000
191,17,34=38,104000,80,104000
191,18,34=42,112000,85,112000
191,19,34=46,120000,90,120000
191,20,34=50,128000,95,128000
192,1,31=1,0,0,0
192,2,31=2,500,6,500
192,3,31=3,1000,10,1000
192,4,31=4,2000,15,2000
192,5,31=5,4000,20,4000
192,6,32=6,8000,25,8000
192,7,32=8,10000,30,10000
192,8,32=10,12000,35,12000
192,9,32=12,14000,40,14000
192,10,32=14,16000,45,16000
192,11,33=17,32000,50,32000
192,12,33=20,36000,55,36000
192,13,33=23,40000,60,40000
192,14,33=26,44000,65,44000
192,15,33=30,48000,70,48000
192,16,34=34,96000,75,96000
192,17,34=38,104000,80,104000
192,18,34=42,112000,85,112000
192,19,34=46,120000,90,120000
192,20,34=50,128000,95,128000
193,1,31=1,0,0,0
193,2,31=2,500,6,500
193,3,31=3,1000,10,1000
193,4,31=4,2000,15,2000
193,5,31=5,4000,20,4000
193,6,32=6,8000,25,8000
193,7,32=8,10000,30,10000
193,8,32=10,12000,35,12000
193,9,32=12,14000,40,14000
193,10,32=14,16000,45,16000
193,11,33=17,32000,50,32000
193,12,33=20,36000,55,36000
193,13,33=23,40000,60,40000
193,14,33=26,44000,65,44000
193,15,33=30,48000,70,48000
193,16,34=34,96000,75,96000
193,17,34=38,104000,80,104000
193,18,34=42,112000,85,112000
193,19,34=46,120000,90,120000
193,20,34=50,128000,95,128000
194,1,31=1,0,0,0
194,2,31=2,500,6,500
194,3,31=3,1000,10,1000
194,4,31=4,2000,15,2000
194,5,31=5,4000,20,4000
194,6,32=6,8000,25,8000
194,7,32=8,10000,30,10000
194,8,32=10,12000,35,12000
194,9,32=12,14000,40,14000
194,10,32=14,16000,45,16000
194,11,33=17,32000,50,32000
194,12,33=20,36000,55,36000
194,13,33=23,40000,60,40000
194,14,33=26,44000,65,44000
194,15,33=30,48000,70,48000
194,16,34=34,96000,75,96000
194,17,34=38,104000,80,104000
194,18,34=42,112000,85,112000
194,19,34=46,120000,90,120000
194,20,34=50,128000,95,128000
195,1,31=1,0,0,0
195,2,31=2,500,6,500
195,3,31=3,1000,10,1000
195,4,31=4,2000,15,2000
195,5,31=5,4000,20,4000
195,6,32=6,8000,25,8000
195,7,32=8,10000,30,10000
195,8,32=10,12000,35,12000
195,9,32=12,14000,40,14000
195,10,32=14,16000,45,16000
195,11,33=17,32000,50,32000
195,12,33=20,36000,55,36000
195,13,33=23,40000,60,40000
195,14,33=26,44000,65,44000
195,15,33=30,48000,70,48000
195,16,34=34,96000,75,96000
195,17,34=38,104000,80,104000
195,18,34=42,112000,85,112000
195,19,34=46,120000,90,120000
195,20,34=50,128000,95,128000
196,1,31=1,0,0,0
196,2,31=2,500,6,500
196,3,31=3,1000,10,1000
196,4,31=4,2000,15,2000
196,5,31=5,4000,20,4000
196,6,32=6,8000,25,8000
196,7,32=8,10000,30,10000
196,8,32=10,12000,35,12000
196,9,32=12,14000,40,14000
196,10,32=14,16000,45,16000
196,11,33=17,32000,50,32000
196,12,33=20,36000,55,36000
196,13,33=23,40000,60,40000
196,14,33=26,44000,65,44000
196,15,33=30,48000,70,48000
196,16,34=34,96000,75,96000
196,17,34=38,104000,80,104000
196,18,34=42,112000,85,112000
196,19,34=46,120000,90,120000
196,20,34=50,128000,95,128000
197,1,31=1,0,0,0
197,2,31=2,500,6,500
197,3,31=3,1000,10,1000
197,4,31=4,2000,15,2000
197,5,31=5,4000,20,4000
197,6,32=6,8000,25,8000
197,7,32=8,10000,30,10000
197,8,32=10,12000,35,12000
197,9,32=12,14000,40,14000
197,10,32=14,16000,45,16000
197,11,33=17,32000,50,32000
197,12,33=20,36000,55,36000
197,13,33=23,40000,60,40000
197,14,33=26,44000,65,44000
197,15,33=30,48000,70,48000
197,16,34=34,96000,75,96000
197,17,34=38,104000,80,104000
197,18,34=42,112000,85,112000
197,19,34=46,120000,90,120000
197,20,34=50,128000,95,128000
198,1,31=1,0,0,0
198,2,31=2,500,6,500
198,3,31=3,1000,10,1000
198,4,31=4,2000,15,2000
198,5,31=5,4000,20,4000
198,6,32=6,8000,25,8000
198,7,32=8,10000,30,10000
198,8,32=10,12000,35,12000
198,9,32=12,14000,40,14000
198,10,32=14,16000,45,16000
198,11,33=17,32000,50,32000
198,12,33=20,36000,55,36000
198,13,33=23,40000,60,40000
198,14,33=26,44000,65,44000
198,15,33=30,48000,70,48000
198,16,34=34,96000,75,96000
198,17,34=38,104000,80,104000
198,18,34=42,112000,85,112000
198,19,34=46,120000,90,120000
198,20,34=50,128000,95,128000
199,1,31=1,0,0,0
199,2,31=2,500,6,500
199,3,31=3,1000,10,1000
199,4,31=4,2000,15,2000
199,5,31=5,4000,20,4000
199,6,32=6,8000,25,8000
199,7,32=8,10000,30,10000
199,8,32=10,12000,35,12000
199,9,32=12,14000,40,14000
199,10,32=14,16000,45,16000
199,11,33=17,32000,50,32000
199,12,33=20,36000,55,36000
199,13,33=23,40000,60,40000
199,14,33=26,44000,65,44000
199,15,33=30,48000,70,48000
199,16,34=34,96000,75,96000
199,17,34=38,104000,80,104000
199,18,34=42,112000,85,112000
199,19,34=46,120000,90,120000
199,20,34=50,128000,95,128000
200,1,31=1,0,0,0
200,2,31=2,500,6,500
200,3,31=3,1000,10,1000
200,4,31=4,2000,15,2000
200,5,31=5,4000,20,4000
200,6,32=6,8000,25,8000
200,7,32=8,10000,30,10000
200,8,32=10,12000,35,12000
200,9,32=12,14000,40,14000
200,10,32=14,16000,45,16000
200,11,33=17,32000,50,32000
200,12,33=20,36000,55,36000
200,13,33=23,40000,60,40000
200,14,33=26,44000,65,44000
200,15,33=30,48000,70,48000
200,16,34=34,96000,75,96000
200,17,34=38,104000,80,104000
200,18,34=42,112000,85,112000
200,19,34=46,120000,90,120000
200,20,34=50,128000,95,128000
201,1,31=1,0,0,0
201,2,31=2,500,6,500
201,3,31=3,1000,10,1000
201,4,31=4,2000,15,2000
201,5,31=5,4000,20,4000
201,6,32=6,8000,25,8000
201,7,32=8,10000,30,10000
201,8,32=10,12000,35,12000
201,9,32=12,14000,40,14000
201,10,32=14,16000,45,16000
201,11,33=17,32000,50,32000
201,12,33=20,36000,55,36000
201,13,33=23,40000,60,40000
201,14,33=26,44000,65,44000
201,15,33=30,48000,70,48000
201,16,34=34,96000,75,96000
201,17,34=38,104000,80,104000
201,18,34=42,112000,85,112000
201,19,34=46,120000,90,120000
201,20,34=50,128000,95,128000
202,1,31=1,0,0,0
202,2,31=2,500,6,500
202,3,31=3,1000,10,1000
202,4,31=4,2000,15,2000
202,5,31=5,4000,20,4000
202,6,32=6,8000,25,8000
202,7,32=8,10000,30,10000
202,8,32=10,12000,35,12000
202,9,32=12,14000,40,14000
202,10,32=14,16000,45,16000
202,11,33=17,32000,50,32000
202,12,33=20,36000,55,36000
202,13,33=23,40000,60,40000
202,14,33=26,44000,65,44000
202,15,33=30,48000,70,48000
202,16,34=34,96000,75,96000
202,17,34=38,104000,80,104000
202,18,34=42,112000,85,112000
202,19,34=46,120000,90,120000
202,20,34=50,128000,95,128000
203,1,31=1,0,0,0
203,2,31=2,500,6,500
203,3,31=3,1000,10,1000
203,4,31=4,2000,15,2000
203,5,31=5,4000,20,4000
203,6,32=6,8000,25,8000
203,7,32=8,10000,30,10000
203,8,32=10,12000,35,12000
203,9,32=12,14000,40,14000
203,10,32=14,16000,45,16000
203,11,33=17,32000,50,32000
203,12,33=20,36000,55,36000
203,13,33=23,40000,60,40000
203,14,33=26,44000,65,44000
203,15,33=30,48000,70,48000
203,16,34=34,96000,75,96000
203,17,34=38,104000,80,104000
203,18,34=42,112000,85,112000
203,19,34=46,120000,90,120000
203,20,34=50,128000,95,128000
204,1,31=1,0,0,0
204,2,31=2,500,6,500
204,3,31=3,1000,10,1000
204,4,31=4,2000,15,2000
204,5,31=5,4000,20,4000
204,6,32=6,8000,25,8000
204,7,32=8,10000,30,10000
204,8,32=10,12000,35,12000
204,9,32=12,14000,40,14000
204,10,32=14,16000,45,16000
204,11,33=17,32000,50,32000
204,12,33=20,36000,55,36000
204,13,33=23,40000,60,40000
204,14,33=26,44000,65,44000
204,15,33=30,48000,70,48000
204,16,34=34,96000,75,96000
204,17,34=38,104000,80,104000
204,18,34=42,112000,85,112000
204,19,34=46,120000,90,120000
204,20,34=50,128000,95,128000
205,1,31=1,0,0,0
205,2,31=2,500,6,500
205,3,31=3,1000,10,1000
205,4,31=4,2000,15,2000
205,5,31=5,4000,20,4000
205,6,32=6,8000,25,8000
205,7,32=8,10000,30,10000
205,8,32=10,12000,35,12000
205,9,32=12,14000,40,14000
205,10,32=14,16000,45,16000
205,11,33=17,32000,50,32000
205,12,33=20,36000,55,36000
205,13,33=23,40000,60,40000
205,14,33=26,44000,65,44000
205,15,33=30,48000,70,48000
205,16,34=34,96000,75,96000
205,17,34=38,104000,80,104000
205,18,34=42,112000,85,112000
205,19,34=46,120000,90,120000
205,20,34=50,128000,95,128000
206,1,31=1,0,0,0
206,2,31=2,500,6,500
206,3,31=3,1000,10,1000
206,4,31=4,2000,15,2000
206,5,31=5,4000,20,4000
206,6,32=6,8000,25,8000
206,7,32=8,10000,30,10000
206,8,32=10,12000,35,12000
206,9,32=12,14000,40,14000
206,10,32=14,16000,45,16000
206,11,33=17,32000,50,32000
206,12,33=20,36000,55,36000
206,13,33=23,40000,60,40000
206,14,33=26,44000,65,44000
206,15,33=30,48000,70,48000
206,16,34=34,96000,75,96000
206,17,34=38,104000,80,104000
206,18,34=42,112000,85,112000
206,19,34=46,120000,90,120000
206,20,34=50,128000,95,128000
207,1,31=1,0,0,0
207,2,31=2,500,6,500
207,3,31=3,1000,10,1000
207,4,31=4,2000,15,2000
207,5,31=5,4000,20,4000
207,6,32=6,8000,25,8000
207,7,32=8,10000,30,10000
207,8,32=10,12000,35,12000
207,9,32=12,14000,40,14000
207,10,32=14,16000,45,16000
207,11,33=17,32000,50,32000
207,12,33=20,36000,55,36000
207,13,33=23,40000,60,40000
207,14,33=26,44000,65,44000
207,15,33=30,48000,70,48000
207,16,34=34,96000,75,96000
207,17,34=38,104000,80,104000
207,18,34=42,112000,85,112000
207,19,34=46,120000,90,120000
207,20,34=50,128000,95,128000
208,1,31=1,0,0,0
208,2,31=2,500,6,500
208,3,31=3,1000,10,1000
208,4,31=4,2000,15,2000
208,5,31=5,4000,20,4000
208,6,32=6,8000,25,8000
208,7,32=8,10000,30,10000
208,8,32=10,12000,35,12000
208,9,32=12,14000,40,14000
208,10,32=14,16000,45,16000
208,11,33=17,32000,50,32000
208,12,33=20,36000,55,36000
208,13,33=23,40000,60,40000
208,14,33=26,44000,65,44000
208,15,33=30,48000,70,48000
208,16,34=34,96000,75,96000
208,17,34=38,104000,80,104000
208,18,34=42,112000,85,112000
208,19,34=46,120000,90,120000
208,20,34=50,128000,95,128000
209,1,31=1,0,0,0
209,2,31=2,500,6,500
209,3,31=3,1000,10,1000
209,4,31=4,2000,15,2000
209,5,31=5,4000,20,4000
209,6,32=6,8000,25,8000
209,7,32=8,10000,30,10000
209,8,32=10,12000,35,12000
209,9,32=12,14000,40,14000
209,10,32=14,16000,45,16000
209,11,33=17,32000,50,32000
209,12,33=20,36000,55,36000
209,13,33=23,40000,60,40000
209,14,33=26,44000,65,44000
209,15,33=30,48000,70,48000
209,16,34=34,96000,75,96000
209,17,34=38,104000,80,104000
209,18,34=42,112000,85,112000
209,19,34=46,120000,90,120000
209,20,34=50,128000,95,128000
210,1,31=1,0,0,0
210,2,31=2,500,6,500
210,3,31=3,1000,10,1000
210,4,31=4,2000,15,2000
210,5,31=5,4000,20,4000
210,6,32=6,8000,25,8000
210,7,32=8,10000,30,10000
210,8,32=10,12000,35,12000
210,9,32=12,14000,40,14000
210,10,32=14,16000,45,16000
210,11,33=17,32000,50,32000
210,12,33=20,36000,55,36000
210,13,33=23,40000,60,40000
210,14,33=26,44000,65,44000
210,15,33=30,48000,70,48000
210,16,34=34,96000,75,96000
210,17,34=38,104000,80,104000
210,18,34=42,112000,85,112000
210,19,34=46,120000,90,120000
210,20,34=50,128000,95,128000
211,1,31=1,0,0,0
211,2,31=2,500,6,500
211,3,31=3,1000,10,1000
211,4,31=4,2000,15,2000
211,5,31=5,4000,20,4000
211,6,32=6,8000,25,8000
211,7,32=8,10000,30,10000
211,8,32=10,12000,35,12000
211,9,32=12,14000,40,14000
211,10,32=14,16000,45,16000
211,11,33=17,32000,50,32000
211,12,33=20,36000,55,36000
211,13,33=23,40000,60,40000
211,14,33=26,44000,65,44000
211,15,33=30,48000,70,48000
211,16,34=34,96000,75,96000
211,17,34=38,104000,80,104000
211,18,34=42,112000,85,112000
211,19,34=46,120000,90,120000
211,20,34=50,128000,95,128000
212,1,31=1,0,0,0
212,2,31=2,500,6,500
212,3,31=3,1000,10,1000
212,4,31=4,2000,15,2000
212,5,31=5,4000,20,4000
212,6,32=6,8000,25,8000
212,7,32=8,10000,30,10000
212,8,32=10,12000,35,12000
212,9,32=12,14000,40,14000
212,10,32=14,16000,45,16000
212,11,33=17,32000,50,32000
212,12,33=20,36000,55,36000
212,13,33=23,40000,60,40000
212,14,33=26,44000,65,44000
212,15,33=30,48000,70,48000
212,16,34=34,96000,75,96000
212,17,34=38,104000,80,104000
212,18,34=42,112000,85,112000
212,19,34=46,120000,90,120000
212,20,34=50,128000,95,128000
213,1,31=1,0,0,0
213,2,31=2,500,6,500
213,3,31=3,1000,10,1000
213,4,31=4,2000,15,2000
213,5,31=5,4000,20,4000
213,6,32=6,8000,25,8000
213,7,32=8,10000,30,10000
213,8,32=10,12000,35,12000
213,9,32=12,14000,40,14000
213,10,32=14,16000,45,16000
213,11,33=17,32000,50,32000
213,12,33=20,36000,55,36000
213,13,33=23,40000,60,40000
213,14,33=26,44000,65,44000
213,15,33=30,48000,70,48000
213,16,34=34,96000,75,96000
213,17,34=38,104000,80,104000
213,18,34=42,112000,85,112000
213,19,34=46,120000,90,120000
213,20,34=50,128000,95,128000
214,1,31=1,0,0,0
214,2,31=2,500,6,500
214,3,31=3,1000,10,1000
214,4,31=4,2000,15,2000
214,5,31=5,4000,20,4000
214,6,32=6,8000,25,8000
214,7,32=8,10000,30,10000
214,8,32=10,12000,35,12000
214,9,32=12,14000,40,14000
214,10,32=14,16000,45,16000
214,11,33=17,32000,50,32000
214,12,33=20,36000,55,36000
214,13,33=23,40000,60,40000
214,14,33=26,44000,65,44000
214,15,33=30,48000,70,48000
214,16,34=34,96000,75,96000
214,17,34=38,104000,80,104000
214,18,34=42,112000,85,112000
214,19,34=46,120000,90,120000
214,20,34=50,128000,95,128000
215,1,31=1,0,0,0
215,2,31=2,500,6,500
215,3,31=3,1000,10,1000
215,4,31=4,2000,15,2000
215,5,31=5,4000,20,4000
215,6,32=6,8000,25,8000
215,7,32=8,10000,30,10000
215,8,32=10,12000,35,12000
215,9,32=12,14000,40,14000
215,10,32=14,16000,45,16000
215,11,33=17,32000,50,32000
215,12,33=20,36000,55,36000
215,13,33=23,40000,60,40000
215,14,33=26,44000,65,44000
215,15,33=30,48000,70,48000
215,16,34=34,96000,75,96000
215,17,34=38,104000,80,104000
215,18,34=42,112000,85,112000
215,19,34=46,120000,90,120000
215,20,34=50,128000,95,128000
216,1,31=1,0,0,0
216,2,31=2,500,6,500
216,3,31=3,1000,10,1000
216,4,31=4,2000,15,2000
216,5,31=5,4000,20,4000
216,6,32=6,8000,25,8000
216,7,32=8,10000,30,10000
216,8,32=10,12000,35,12000
216,9,32=12,14000,40,14000
216,10,32=14,16000,45,16000
216,11,33=17,32000,50,32000
216,12,33=20,36000,55,36000
216,13,33=23,40000,60,40000
216,14,33=26,44000,65,44000
216,15,33=30,48000,70,48000
216,16,34=34,96000,75,96000
216,17,34=38,104000,80,104000
216,18,34=42,112000,85,112000
216,19,34=46,120000,90,120000
216,20,34=50,128000,95,128000
217,1,31=1,0,0,0
217,2,31=2,500,6,500
217,3,31=3,1000,10,1000
217,4,31=4,2000,15,2000
217,5,31=5,4000,20,4000
217,6,32=6,8000,25,8000
217,7,32=8,10000,30,10000
217,8,32=10,12000,35,12000
217,9,32=12,14000,40,14000
217,10,32=14,16000,45,16000
217,11,33=17,32000,50,32000
217,12,33=20,36000,55,36000
217,13,33=23,40000,60,40000
217,14,33=26,44000,65,44000
217,15,33=30,48000,70,48000
217,16,34=34,96000,75,96000
217,17,34=38,104000,80,104000
217,18,34=42,112000,85,112000
217,19,34=46,120000,90,120000
217,20,34=50,128000,95,128000
218,1,31=1,0,0,0
218,2,31=2,500,6,500
218,3,31=3,1000,10,1000
218,4,31=4,2000,15,2000
218,5,31=5,4000,20,4000
218,6,32=6,8000,25,8000
218,7,32=8,10000,30,10000
218,8,32=10,12000,35,12000
218,9,32=12,14000,40,14000
218,10,32=14,16000,45,16000
218,11,33=17,32000,50,32000
218,12,33=20,36000,55,36000
218,13,33=23,40000,60,40000
218,14,33=26,44000,65,44000
218,15,33=30,48000,70,48000
218,16,34=34,96000,75,96000
218,17,34=38,104000,80,104000
218,18,34=42,112000,85,112000
218,19,34=46,120000,90,120000
218,20,34=50,128000,95,128000
219,1,31=1,0,0,0
219,2,31=2,500,6,500
219,3,31=3,1000,10,1000
219,4,31=4,2000,15,2000
219,5,31=5,4000,20,4000
219,6,32=6,8000,25,8000
219,7,32=8,10000,30,10000
219,8,32=10,12000,35,12000
219,9,32=12,14000,40,14000
219,10,32=14,16000,45,16000
219,11,33=17,32000,50,32000
219,12,33=20,36000,55,36000
219,13,33=23,40000,60,40000
219,14,33=26,44000,65,44000
219,15,33=30,48000,70,48000
219,16,34=34,96000,75,96000
219,17,34=38,104000,80,104000
219,18,34=42,112000,85,112000
219,19,34=46,120000,90,120000
219,20,34=50,128000,95,128000
220,1,31=1,0,0,0
220,2,31=2,500,6,500
220,3,31=3,1000,10,1000
220,4,31=4,2000,15,2000
220,5,31=5,4000,20,4000
220,6,32=6,8000,25,8000
220,7,32=8,10000,30,10000
220,8,32=10,12000,35,12000
220,9,32=12,14000,40,14000
220,10,32=14,16000,45,16000
220,11,33=17,32000,50,32000
220,12,33=20,36000,55,36000
220,13,33=23,40000,60,40000
220,14,33=26,44000,65,44000
220,15,33=30,48000,70,48000
220,16,34=34,96000,75,96000
220,17,34=38,104000,80,104000
220,18,34=42,112000,85,112000
220,19,34=46,120000,90,120000
220,20,34=50,128000,95,128000
221,1,31=1,0,0,0
221,2,31=2,500,6,500
221,3,31=3,1000,10,1000
221,4,31=4,2000,15,2000
221,5,31=5,4000,20,4000
221,6,32=6,8000,25,8000
221,7,32=8,10000,30,10000
221,8,32=10,12000,35,12000
221,9,32=12,14000,40,14000
221,10,32=14,16000,45,16000
221,11,33=17,32000,50,32000
221,12,33=20,36000,55,36000
221,13,33=23,40000,60,40000
221,14,33=26,44000,65,44000
221,15,33=30,48000,70,48000
221,16,34=34,96000,75,96000
221,17,34=38,104000,80,104000
221,18,34=42,112000,85,112000
221,19,34=46,120000,90,120000
221,20,34=50,128000,95,128000
222,1,31=1,0,0,0
222,2,31=2,500,6,500
222,3,31=3,1000,10,1000
222,4,31=4,2000,15,2000
222,5,31=5,4000,20,4000
222,6,32=6,8000,25,8000
222,7,32=8,10000,30,10000
222,8,32=10,12000,35,12000
222,9,32=12,14000,40,14000
222,10,32=14,16000,45,16000
222,11,33=17,32000,50,32000
222,12,33=20,36000,55,36000
222,13,33=23,40000,60,40000
222,14,33=26,44000,65,44000
222,15,33=30,48000,70,48000
222,16,34=34,96000,75,96000
222,17,34=38,104000,80,104000
222,18,34=42,112000,85,112000
222,19,34=46,120000,90,120000
222,20,34=50,128000,95,128000
223,1,31=1,0,0,0
223,2,31=2,500,6,500
223,3,31=3,1000,10,1000
223,4,31=4,2000,15,2000
223,5,31=5,4000,20,4000
223,6,32=6,8000,25,8000
223,7,32=8,10000,30,10000
223,8,32=10,12000,35,12000
223,9,32=12,14000,40,14000
223,10,32=14,16000,45,16000
223,11,33=17,32000,50,32000
223,12,33=20,36000,55,36000
223,13,33=23,40000,60,40000
223,14,33=26,44000,65,44000
223,15,33=30,48000,70,48000
223,16,34=34,96000,75,96000
223,17,34=38,104000,80,104000
223,18,34=42,112000,85,112000
223,19,34=46,120000,90,120000
223,20,34=50,128000,95,128000
224,1,31=1,0,0,0
224,2,31=2,500,6,500
224,3,31=3,1000,10,1000
224,4,31=4,2000,15,2000
224,5,31=5,4000,20,4000
224,6,32=6,8000,25,8000
224,7,32=8,10000,30,10000
224,8,32=10,12000,35,12000
224,9,32=12,14000,40,14000
224,10,32=14,16000,45,16000
224,11,33=17,32000,50,32000
224,12,33=20,36000,55,36000
224,13,33=23,40000,60,40000
224,14,33=26,44000,65,44000
224,15,33=30,48000,70,48000
224,16,34=34,96000,75,96000
224,17,34=38,104000,80,104000
224,18,34=42,112000,85,112000
224,19,34=46,120000,90,120000
224,20,34=50,128000,95,128000
225,1,31=1,0,0,0
225,2,31=2,500,6,500
225,3,31=3,1000,10,1000
225,4,31=4,2000,15,2000
225,5,31=5,4000,20,4000
225,6,32=6,8000,25,8000
225,7,32=8,10000,30,10000
225,8,32=10,12000,35,12000
225,9,32=12,14000,40,14000
225,10,32=14,16000,45,16000
225,11,33=17,32000,50,32000
225,12,33=20,36000,55,36000
225,13,33=23,40000,60,40000
225,14,33=26,44000,65,44000
225,15,33=30,48000,70,48000
225,16,34=34,96000,75,96000
225,17,34=38,104000,80,104000
225,18,34=42,112000,85,112000
225,19,34=46,120000,90,120000
225,20,34=50,128000,95,128000
226,1,31=1,0,0,0
226,2,31=2,500,6,500
226,3,31=3,1000,10,1000
226,4,31=4,2000,15,2000
226,5,31=5,4000,20,4000
226,6,32=6,8000,25,8000
226,7,32=8,10000,30,10000
226,8,32=10,12000,35,12000
226,9,32=12,14000,40,14000
226,10,32=14,16000,45,16000
226,11,33=17,32000,50,32000
226,12,33=20,36000,55,36000
226,13,33=23,40000,60,40000
226,14,33=26,44000,65,44000
226,15,33=30,48000,70,48000
226,16,34=34,96000,75,96000
226,17,34=38,104000,80,104000
226,18,34=42,112000,85,112000
226,19,34=46,120000,90,120000
226,20,34=50,128000,95,128000
227,1,31=1,0,0,0
227,2,31=2,500,6,500
227,3,31=3,1000,10,1000
227,4,31=4,2000,15,2000
227,5,31=5,4000,20,4000
227,6,32=6,8000,25,8000
227,7,32=8,10000,30,10000
227,8,32=10,12000,35,12000
227,9,32=12,14000,40,14000
227,10,32=14,16000,45,16000
227,11,33=17,32000,50,32000
227,12,33=20,36000,55,36000
227,13,33=23,40000,60,40000
227,14,33=26,44000,65,44000
227,15,33=30,48000,70,48000
227,16,34=34,96000,75,96000
227,17,34=38,104000,80,104000
227,18,34=42,112000,85,112000
227,19,34=46,120000,90,120000
227,20,34=50,128000,95,128000
228,1,31=1,0,0,0
228,2,31=2,500,6,500
228,3,31=3,1000,10,1000
228,4,31=4,2000,15,2000
228,5,31=5,4000,20,4000
228,6,32=6,8000,25,8000
228,7,32=8,10000,30,10000
228,8,32=10,12000,35,12000
228,9,32=12,14000,40,14000
228,10,32=14,16000,45,16000
228,11,33=17,32000,50,32000
228,12,33=20,36000,55,36000
228,13,33=23,40000,60,40000
228,14,33=26,44000,65,44000
228,15,33=30,48000,70,48000
228,16,34=34,96000,75,96000
228,17,34=38,104000,80,104000
228,18,34=42,112000,85,112000
228,19,34=46,120000,90,120000
228,20,34=50,128000,95,128000
229,1,31=1,0,0,0
229,2,31=2,500,6,500
229,3,31=3,1000,10,1000
229,4,31=4,2000,15,2000
229,5,31=5,4000,20,4000
229,6,32=6,8000,25,8000
229,7,32=8,10000,30,10000
229,8,32=10,12000,35,12000
229,9,32=12,14000,40,14000
229,10,32=14,16000,45,16000
229,11,33=17,32000,50,32000
229,12,33=20,36000,55,36000
229,13,33=23,40000,60,40000
229,14,33=26,44000,65,44000
229,15,33=30,48000,70,48000
229,16,34=34,96000,75,96000
229,17,34=38,104000,80,104000
229,18,34=42,112000,85,112000
229,19,34=46,120000,90,120000
229,20,34=50,128000,95,128000
230,1,31=1,0,0,0
230,2,31=2,500,6,500
230,3,31=3,1000,10,1000
230,4,31=4,2000,15,2000
230,5,31=5,4000,20,4000
230,6,32=6,8000,25,8000
230,7,32=8,10000,30,10000
230,8,32=10,12000,35,12000
230,9,32=12,14000,40,14000
230,10,32=14,16000,45,16000
230,11,33=17,32000,50,32000
230,12,33=20,36000,55,36000
230,13,33=23,40000,60,40000
230,14,33=26,44000,65,44000
230,15,33=30,48000,70,48000
230,16,34=34,96000,75,96000
230,17,34=38,104000,80,104000
230,18,34=42,112000,85,112000
230,19,34=46,120000,90,120000
230,20,34=50,128000,95,128000
231,1,31=1,0,0,0
231,2,31=2,500,6,500
231,3,31=3,1000,10,1000
231,4,31=4,2000,15,2000
231,5,31=5,4000,20,4000
231,6,32=6,8000,25,8000
231,7,32=8,10000,30,10000
231,8,32=10,12000,35,12000
231,9,32=12,14000,40,14000
231,10,32=14,16000,45,16000
231,11,33=17,32000,50,32000
231,12,33=20,36000,55,36000
231,13,33=23,40000,60,40000
231,14,33=26,44000,65,44000
231,15,33=30,48000,70,48000
231,16,34=34,96000,75,96000
231,17,34=38,104000,80,104000
231,18,34=42,112000,85,112000
