道具ID,道具名称,道具说明,星级,道具类型,礼包掉落ID,随机道具,金币,元宝,卡牌,装备,装备碎片,经验,战功,声望,将魂,体力,好感度,使用类型,开放等级,道具icon,道具资源,可堆叠,堆叠上限,权值,内含道具,元宝价格,银币价格,产地,产出描述1,产出副本1,产出关卡1,产出描述2,产出副本2,产出关卡2,产出描述3,产出副本3,产出关卡3,产出描述4,产出副本4,产出关卡4,产出描述5,产出副本5,产出关卡5,产出描述6,产出副本6,产出关卡6
2263,眭固碎片,收集10个眭固碎片，可合成1星骑兵武将眭固，且是其升星所需材料.,1,8,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,程远志碎片,收集10个程远志碎片，可合成1星步兵武将程远志，且是其升星所需材料.,1,8,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,刘虞碎片,收集10个刘虞碎片，可合成1星军师武将刘虞，且是其升星所需材料.,1,8,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,刘岱碎片,收集10个刘岱碎片，可合成1星弓兵武将刘岱，且是其升星所需材料.,1,8,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,刘繇碎片,收集10个刘繇碎片，可合成1星骑兵武将刘繇，且是其升星所需材料.,1,8,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,严白虎碎片,收集10个严白虎碎片，可合成1星步兵武将严白虎，且是其升星所需材料.,1,8,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,王朗碎片,收集10个王朗碎片，可合成1星步兵武将王朗，且是其升星所需材料.,1,8,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,刘勋碎片,收集10个刘勋碎片，可合成1星军师武将刘勋，且是其升星所需材料.,1,8,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,曹节碎片,收集10个曹节碎片，可合成1星军师武将曹节，且是其升星所需材料.,1,8,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,十夫长步兵,收集2个碎片即可合成一张十夫长步兵。,1,8,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,十夫长骑兵,收集2个碎片即可合成一张十夫长骑兵。,1,8,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,十夫长弓兵,收集2个碎片即可合成一张十夫长弓兵。,1,8,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,十夫长军师,收集2个碎片即可合成一张十夫长军师。,1,8,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,百夫长步兵,收集4个碎片即可合成一张百夫长步兵。,2,8,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,百夫长骑兵,收集4个碎片即可合成一张百夫长骑兵。,2,8,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,百夫长弓兵,收集4个碎片即可合成一张百夫长弓兵。,2,8,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,百夫长军师,收集4个碎片即可合成一张百夫长军师。,2,8,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,流星锤,这件流星锤上面刻有一行字：让你去看流星雨！,2,24,,,,,,1,,,,,,,,,,resource/icon/equip/1.png,,,,,,,100,10 10 10 9 8,,303,30303,,310,31003,,317,31703,,,,,,,,,
3002,狼牙棒,形如狼牙，看上去阴森恐怖,2,24,,,,,,2,,,,,,,,,,resource/icon/equip/2.png,,,,,,,100,10 10 10 9 8,,305,30503,,312,31203,,319,31903,,,,,,,,,
3003,铁鞭,生铁打造的铁鞭，上面锈迹斑斑,2,24,,,,,,3,,,,,,,,,,resource/icon/equip/3.png,,,,,,,100,10 10 9 8,,307,30703,,314,31403,,,,,,,,,,,,
3004,虎筋弦弓,用上好的虎皮拉制而成，用起来十分轻盈,2,24,,,,,,4,,,,,,,,,,resource/icon/equip/4.png,,,,,,,100,10 10 9 8,,308,30801,,315,31501,,,,,,,,,,,,
3005,鹊画弓,镂刻有小鸡吃米图的战弓，却被说成是喜鹊,2,24,,,,,,5,,,,,,,,,,resource/icon/equip/5.png,,,,,,,100,10 10 10 9 8,,303,30301,,310,31001,,317,31701,,,,,,,,,
3006,诸葛连弩,武侯发明的连弩，一次可以射出多支弓箭,3,24,,,,,,6,,,,,,,,,,resource/icon/equip/6.png,,,,,,,500,10 9 8,,301,30103,,,,,,,,,,,,,,,
3007,七星宝刀,七颗珠宝依北斗七星状镶嵌在刀把上，甚是华丽,3,24,,,,,,7,,,,,,,,,,resource/icon/equip/7.png,,,,,,,500,10 9 8,,308,30805,,,,,,,,,,,,,,,
3008,双铁戟,挥动起来呼呼作响，一看就很厉害的样子,3,24,,,,,,8,,,,,,,,,,resource/icon/equip/8.png,,,,,,,500,10 9 8,,311,31105,,,,,,,,,,,,,,,
3009,火云刀,一把失传多年的宝刀，但是依然削铁如泥,3,24,,,,,,9,,,,,,,,,,resource/icon/equip/9.png,,,,,,,500,10 9 8,,309,30905,,,,,,,,,,,,,,,
3010,古锭刀,这把刀拿着它就能感到刀把上的杀气,3,24,,,,,,10,,,,,,,,,,resource/icon/equip/10.png,,,,,,,500,10 10 9 8,,317,31705,,305,30505,,,,,,,,,,,,
3011,固陵刀,江南巧匠制造的宝刀，其貌不扬，但是威力强大,3,24,,,,,,11,,,,,,,,,,resource/icon/equip/11.png,,,,,,,500,10 10 9 8,,310,31005,,312,31205,,,,,,,,,,,,
3012,三尖两刃刀,前端有三叉刀形，刀身两面有刃，即可当刀，亦可当铲,3,24,,,,,,12,,,,,,,,,,resource/icon/equip/12.png,,,,,,,500,10 9 8,,302,30205,,,,,,,,,,,,,,,
3013,七星剑,此剑乃上古神兵，依星辰之理而铸，隐现杀气,3,24,,,,,,13,,,,,,,,,,resource/icon/equip/13.png,,,,,,,500,10 9 8,,305,30505,,,,,,,,,,,,,,,
3014,八卦剑,这口宝剑铸造时倚八卦而生两仪，深合循环无端之理,3,24,,,,,,14,,,,,,,,,,resource/icon/equip/14.png,,,,,,,500,10 9 8,,312,31205,,,,,,,,,,,,,,,
3015,豪风蓝凤杖,据说是取自灵兽凤凰羽毛而制，拿在手里都感觉摄人心魂,3,24,,,,,,15,,,,,,,,,,resource/icon/equip/15.png,,,,,,,500,10 10 9 8,,306,30605,,303,30305,,,,,,,,,,,,
3016,牡丹玉琵琶,上好木制琵琶，边角饰以牡丹图案和美玉，雍容华贵,3,24,,,,,,16,,,,,,,,,,resource/icon/equip/16.png,,,,,,,500,10 10 10 9 8,,306,30605,,310,31005,,314,31405,,,,,,,,,
3017,贯石斧,这把斧头形状巨大，力能破石，故得其名,3,24,,,,,,17,,,,,,,,,,resource/icon/equip/17.png,,,,,,,500,10 10 10 9 8,,318,31805,,307,30705,,304,30405,,,,,,,,,
3018,宝雕弓,这把长弓周边精雕细琢，却又不影响手感，甚是难得,3,24,,,,,,18,,,,,,,,,,resource/icon/equip/18.png,,,,,,,500,10 9 8,,308,30805,,,,,,,,,,,,,,,
3019,青龙偃月刀,刀长八尺，重八十二斤，刀身宛如一条出水青龙直冲云霄,4,24,,,,,,19,,,,,,,,,,resource/icon/equip/19.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3020,丈八蛇矛,这把长矛入一条蟒蛇一般，形状怪异，甚是难防,4,24,,,,,,20,,,,,,,,,,resource/icon/equip/20.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3021,青釭剑,当世两大名剑之一，倚天立威，青釭杀人，在长坂为赵云所得,4,24,,,,,,21,,,,,,,,,,resource/icon/equip/21.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3022,方天画戟,这把画戟寒光闪闪，杀气腾腾，非一般常人所能驾驭,4,24,,,,,,22,,,,,,,,,,resource/icon/equip/22.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3023,龙胆亮银枪,枪头刻有龙头，周身点点银光，舞动起来轻盈顺手,4,24,,,,,,23,,,,,,,,,,resource/icon/equip/23.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3024,虎头湛金枪,这杆枪镶金带银，枪头则坠饰有一个狰狞虎头，非寻常物,4,24,,,,,,24,,,,,,,,,,resource/icon/equip/24.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3025,龙凤双股剑,这把双剑左剑为龙，右剑为凤，碰撞之声可裂天地,4,24,,,,,,25,,,,,,,,,,resource/icon/equip/25.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3026,朱雀羽扇,这把华贵的扇子是由朱雀羽毛制作而成，挥舞起来似乎能冒出火花,4,24,,,,,,26,,,,,,,,,,resource/icon/equip/26.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3027,养由基弓,看起来其貌不扬，但是声势惊人，射出去的箭似能贯穿一切,4,24,,,,,,27,,,,,,,,,,resource/icon/equip/27.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3028,倚天剑,天下第一名剑，气场极强，剑刃吹毛可断，胆小者见之即败,4,24,,,,,,28,,,,,,,,,,resource/icon/equip/28.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3029,百鸟朝凰枪,此枪其上工刻铭有灵鸟百只，枪头精雕凤凰一尊，极其华丽,4,24,,,,,,29,,,,,,,,,,resource/icon/equip/29.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3030,天师符,蕴含着上古灵力的强大符咒，意志薄弱者拿在手里都会浑身颤抖,4,24,,,,,,30,,,,,,,,,,resource/icon/equip/30.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3031,麒麟弓,用圣兽麒麟角制作的长弓，拉动起来仿佛有异兽怒吼一般,4,24,,,,,,31,,,,,,,,,,resource/icon/equip/31.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3032,亢龙锏,此锏又称丧命锏，挥动起来犹如狂龙飞天，一旦出手必有血光之灾,4,24,,,,,,32,,,,,,,,,,resource/icon/equip/32.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,轩宇甲,这件铠甲随处可见，款式一般，适合大众穿戴,2,24,,,,,,51,,,,,,,,,,resource/icon/equip/51.png,,,,,,,100,10 10 10 9 ,,305,30501,,312,31201,,319,31901,,,,,,,,,
3052,锦绣袍,这件布衣上面有些许的花样，看出来是用了一点心思的,2,24,,,,,,52,,,,,,,,,,resource/icon/equip/52.png,,,,,,,100,10 10 9 2,,307,30701,,314,31401,,,,,,,,,,,,
3053,藤甲,一件粗制的藤甲，一看就是赶工做成的,2,24,,,,,,53,,,,,,,,,,resource/icon/equip/53.png,,,,,,,100,10 10 10 9 ,,302,30203,,309,30903,,316,31603,,,,,,,,,
3054,百兽甲,取百兽皮甲做成的衣服，能很好的保护身体,3,24,,,,,,54,,,,,,,,,,resource/icon/equip/54.png,,,,,,,500,10 9 ,,301,30103,,,,,,,,,,,,,,,
3055,雁翎甲,大雁翎毛做成的铠甲，柔软舒服，却又能很好的保护周身,3,24,,,,,,55,,,,,,,,,,resource/icon/equip/55.png,,,,,,,500,10 9 ,,309,30905,,,,,,,,,,,,,,,
3056,亮银铠,一件银光闪闪的铁甲，能有效的闪瞎敌人的眼睛,3,24,,,,,,56,,,,,,,,,,resource/icon/equip/56.png,,,,,,,500,10 9 ,,320,32005,,,,,,,,,,,,,,,
3057,磐石铠,一件厚重的铠甲，穿起来都需要足够的力量,3,24,,,,,,57,,,,,,,,,,resource/icon/equip/57.png,,,,,,,500,10 9 ,,307,30705,,,,,,,,,,,,,,,
3058,霓虹羽衣,闪耀着奇异光芒的羽衣，华美不可方物，乃不可多得的宝物,3,24,,,,,,58,,,,,,,,,,resource/icon/equip/58.png,,,,,,,500,10 10 9 ,,319,31905,,302,30205,,,,,,,,,,,,
3060,太平道袍,太平道祖师留下的法袍，据说蕴含有强大的灵气,3,24,,,,,,60,,,,,,,,,,resource/icon/equip/60.png,,,,,,,500,10 9 ,,303,30305,,,,,,,,,,,,,,,
3061,连环甲,这件铠甲一环套一环，牢不可破，故名连环甲，,3,24,,,,,,61,,,,,,,,,,resource/icon/equip/61.png,,,,,,,500,10 10 9 ,,315,31505,,310,31005,,,,,,,,,,,,
3062,红龙鳞甲,这件铠甲周身冒着赤红，乃是取的远古红龙鳞甲而作，刀枪不入，极其珍贵,4,24,,,,,,62,,,,,,,,,,resource/icon/equip/62.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3063,浑天宝甲,这件宝衣经过七七四十九天熔炼而成，浑然一体，毫无破绽,4,24,,,,,,63,,,,,,,,,,resource/icon/equip/63.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3064,烈火金尘,俗话说，真金不怕火炼，这件衣服的存在就印证了这一点,4,24,,,,,,64,,,,,,,,,,resource/icon/equip/64.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3065,镏金五彩衣,这件铁甲外端饰有镀金，铠甲上又画有五彩花纹，高大上即视感,4,24,,,,,,65,,,,,,,,,,resource/icon/equip/65.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3066,狂龙火胄,这件甲胄据说是取自一头凶恶的火龙，外观看起来就充满戾气，杀气腾腾,4,24,,,,,,66,,,,,,,,,,resource/icon/equip/66.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3067,黄金锁子甲,这件锁甲全部用质地纯正的真金打造，就算将来和平了，也一定可以卖个好价钱,4,24,,,,,,67,,,,,,,,,,resource/icon/equip/67.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3068,八宝连环甲,这件铠甲上面依八卦之象嵌有宝玉，环环相扣，能极大的抵挡伤害,4,24,,,,,,68,,,,,,,,,,resource/icon/equip/68.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3069,亮银狮子铠,由亮银甲升级而来，外层批有一件狮皮，显得极其威武雄壮,4,24,,,,,,69,,,,,,,,,,resource/icon/equip/69.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3070,五龙盘珠铠,这件珠光宝气的战甲上面还坠饰有5条飞龙刺青，看上去更像是艺术品,4,24,,,,,,70,,,,,,,,,,resource/icon/equip/70.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3071,双龙珍珠甲,左右各有一条飞龙，正中掩心甲处饰有一颗明珠，看上去熠熠生辉,4,24,,,,,,71,,,,,,,,,,resource/icon/equip/71.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3072,北地苍狼甲,来自极寒的匈奴，取自上好的狼皮精制而成，御寒效果极佳,4,24,,,,,,72,,,,,,,,,,resource/icon/equip/72.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3073,鹤氅,这件鹤氅外表看起来普普通通，内在却极其舒适合身,4,24,,,,,,73,,,,,,,,,,resource/icon/equip/73.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3074,仁王盾,这件与其说是衣服，不如说是盾牌，轻盈却防护力十足,4,24,,,,,,74,,,,,,,,,,resource/icon/equip/74.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3075,紫金百花袍,这件衣袍上面绣有名花百朵，周身镶有金边，奢华无比,4,24,,,,,,75,,,,,,,,,,resource/icon/equip/75.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,香麝头巾,散发出淡淡香味的头巾，女子常用,2,24,,,,,,101,,,,,,,,,,resource/icon/equip/101.png,,,,,,,100,10 10 10 9 ,,302,30201,,309,30901,,316,31601,,,,,,,,,
3102,旋光铁盔,这件头盔用生铁打造，反光效果极强,2,24,,,,,,102,,,,,,,,,,resource/icon/equip/102.png,,,,,,,100,10 10 10 9 ,,304,30403,,311,31103,,318,31803,,,,,,,,,
3103,镔铁冠,用山中黑铁练成，已经是个烂大街的头盔了,2,24,,,,,,103,,,,,,,,,,resource/icon/equip/103.png,,,,,,,100,10 10 10 9,,306,30603,,313,31303,,320,32003,,,,,,,,,
3104,牛魔面甲,面容好似魔神面孔一般，戴上以后却十分合适,3,24,,,,,,104,,,,,,,,,,resource/icon/equip/104.png,,,,,,,500,10 9 ,,301,30103,,,,,,,,,,,,,,,
3105,雁回金盔,取自大雁回转，盔顶弯曲，十分取巧,3,24,,,,,,105,,,,,,,,,,resource/icon/equip/105.png,,,,,,,500,10 9 ,,302,30205,,,,,,,,,,,,,,,
3106,飞骑翔盔,骑兵常用的帽子，符合人体工学设计,3,24,,,,,,106,,,,,,,,,,resource/icon/equip/106.png,,,,,,,500,10 9 ,,308,30805,,,,,,,,,,,,,,,
3107,琉璃紫冠,这件盔甲出自江南大家手中，自带有一股威严的名门正气,3,24,,,,,,107,,,,,,,,,,resource/icon/equip/107.png,,,,,,,500,10 10 9 ,,316,31605,,303,30305,,,,,,,,,,,,
3109,宝马灵盔,这件轻盈的头盔造型华美，佩戴起来有如无物，乃不可多得的宝物,3,24,,,,,,109,,,,,,,,,,resource/icon/equip/109.png,,,,,,,500,10 9 ,,312,31205,,,,,,,,,,,,,,,
3110,束发紫金冠,能将头发束起，让整个人都的感觉都变得飞一样,4,24,,,,,,110,,,,,,,,,,resource/icon/equip/110.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3111,狂战面甲,这是一个阴森可怖的面具，放佛多看两眼就会让人发狂,4,24,,,,,,111,,,,,,,,,,resource/icon/equip/111.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3112,金龙云盔,这个头盔浑然天成，好似一个龙头一般，气势如虹,4,24,,,,,,112,,,,,,,,,,resource/icon/equip/112.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3113,青龙碧玉冠,锡山宝玉制造而成，背面是一条冉冉巨龙，故得其名,4,24,,,,,,113,,,,,,,,,,resource/icon/equip/113.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3114,裂天凤纹盔,此盔形状怪异，仿佛一条凤凰盘踞天灵盖，英姿飒爽,4,24,,,,,,114,,,,,,,,,,resource/icon/equip/114.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3115,虚空纶巾,这件纶巾本不应该存在于世，据说是从时空的裂痕发掘的，神秘无比,4,24,,,,,,115,,,,,,,,,,resource/icon/equip/115.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3116,无双鬼才冠,这件头盔质地坚硬，带上后却丝毫不影响灵活性，真称得上是无双,4,24,,,,,,116,,,,,,,,,,resource/icon/equip/116.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3117,鎏金盔,这件头盔周身由黄金打造，收藏价值反而大于实用价值,4,24,,,,,,117,,,,,,,,,,resource/icon/equip/117.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,铁甲靴,普通的靴子，粗制滥造,2,24,,,,,,151,,,,,,,,,,resource/icon/equip/151.png,,,,,,,100,10 10 10 9 8,,301,30101,,308,30803,,315,31503,,,,,,,,,
3152,行军鞋,普通行军时所穿，较为舒适，价格便宜量又足,2,24,,,,,,152,,,,,,,,,,resource/icon/equip/152.png,,,,,,,100,10 10 10 9 8,,304,30401,,311,31101,,318,31801,,,,,,,,,
3153,青松履,上号松木为底所纳的靴子，透气性很强,2,24,,,,,,153,,,,,,,,,,resource/icon/equip/153.png,,,,,,,100,10 10 10 9 8,,306,30601,,313,31301,,320,32001,,,,,,,,,
3154,疾风靴,这件靴子伸展性极强，靴底设计巧妙，走起路来脚下生风,3,24,,,,,,154,,,,,,,,,,resource/icon/equip/154.png,,,,,,,500,10 9 8,,301,30103,,,,,,,,,,,,,,,
3156,游龙靴,靴边绣有一条游龙，故得其名,3,24,,,,,,156,,,,,,,,,,resource/icon/equip/156.png,,,,,,,500,10 9 8,,303,30305,,,,,,,,,,,,,,,
3157,逐光轻靴,这件靴子质地很轻，但是便于奔跑，故曰：逐光,3,24,,,,,,157,,,,,,,,,,resource/icon/equip/157.png,,,,,,,500,10 9 8,,306,30605,,,,,,,,,,,,,,,
3158,碎影轻靴,这双靴子掷地有声，像是能踏碎万物一般，气场极大,3,24,,,,,,158,,,,,,,,,,resource/icon/equip/158.png,,,,,,,500,10 10 9 8,,314,31405,,311,31105,,,,,,,,,,,,
3159,炼血战靴,一双暗红色的战靴，上面的渍渍献血显得阴森森的,3,24,,,,,,159,,,,,,,,,,resource/icon/equip/159.png,,,,,,,500,10 10 9 8,,304,30405,,316,31605,,,,,,,,,,,,
3160,灰烬战靴,一双散发着邪气的战靴，据说是从一次火灾现场的灰烬中发现的,4,24,,,,,,160,,,,,,,,,,resource/icon/equip/160.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3161,蟒鳞长靴,用巨蟒的皮精制而成，刀枪不入，水火不侵,4,24,,,,,,161,,,,,,,,,,resource/icon/equip/161.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3162,蛟龙战靴,传说中取自深海蛟龙的龙鳞加工而成，穿上后有一种腾云驾雾的感觉,4,24,,,,,,162,,,,,,,,,,resource/icon/equip/162.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3163,怒涛法履,海浪也要为之避退的法袍，蕴藏着天地之灵气,4,24,,,,,,163,,,,,,,,,,resource/icon/equip/163.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3164,流星斗靴,如流星般迅捷的靴子，穿上他，动如雷霆，势如脱兔，锐不可当,4,24,,,,,,164,,,,,,,,,,resource/icon/equip/164.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
3165,瓮金战靴,这件战靴外边勾金，尽显华贵本色，非大富大贵之人不可驾驭,4,24,,,,,,165,,,,,,,,,,resource/icon/equip/165.png,,,,,,,5000,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,如意宝剑,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,24,,,,,,201,,,,,,,,,,resource/icon/equip/201.png,,,,,,,200,7,,304,30405,,,,,,,,,,,,,,,
3202,如意宝甲,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,24,,,,,,202,,,,,,,,,,resource/icon/equip/202.png,,,,,,,200,7,,303,30305,,,,,,,,,,,,,,,
3203,如意宝冠,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,24,,,,,,203,,,,,,,,,,resource/icon/equip/203.png,,,,,,,200,7,,302,30205,,,,,,,,,,,,,,,
3204,如意宝靴,如意套装部件之一，拥有超越品质的潜质，传说乃蒲元所铸。,2,24,,,,,,204,,,,,,,,,,resource/icon/equip/204.png,,,,,,,200,7,,301,30103,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,龙鸣雕斧,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,24,,,,,,211,,,,,,,,,,resource/icon/equip/211.png,,,,,,,1000,7,,311,31105,,,,,,,,,,,,,,,
3212,龙鸣斗袍,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,24,,,,,,212,,,,,,,,,,resource/icon/equip/212.png,,,,,,,1000,7,,309,30905,,,,,,,,,,,,,,,
3213,龙鸣斗盔,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,24,,,,,,213,,,,,,,,,,resource/icon/equip/213.png,,,,,,,1000,7,,307,30705,,,,,,,,,,,,,,,
3214,龙鸣斗靴,龙鸣套装部件之一，拥有超越品质的潜质，传说乃郑浑所铸。,3,24,,,,,,214,,,,,,,,,,resource/icon/equip/214.png,,,,,,,1000,7,,305,30505,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,绝尘法杖,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,215,,,,,,,,,,resource/icon/equip/215.png,,,,,,,1000,7,,,,,,,,,,,,,,,,,,
3216,绝尘法袍,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,216,,,,,,,,,,resource/icon/equip/216.png,,,,,,,1000,7,,,,,,,,,,,,,,,,,,
3217,绝尘法冠,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,217,,,,,,,,,,resource/icon/equip/217.png,,,,,,,1000,7,,,,,,,,,,,,,,,,,,
3218,绝尘法履,绝尘法套部件之一，拥有超越品质的潜质，传说乃南华所制。,3,24,,,,,,218,,,,,,,,,,resource/icon/equip/218.png,,,,,,,1000,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,无双战戟,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,24,,,,,,221,,,,,,,,,,resource/icon/equip/221.png,,,,,,,10000,7,,,,,,,,,,,,,,,,,,
3222,无双战甲,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,24,,,,,,222,,,,,,,,,,resource/icon/equip/222.png,,,,,,,10000,7,,,,,,,,,,,,,,,,,,
3223,无双战盔,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,24,,,,,,223,,,,,,,,,,resource/icon/equip/223.png,,,,,,,10000,7,,,,,,,,,,,,,,,,,,
3224,无双战靴,无双套装部件之一，拥有超越品质的潜质，传说乃欧冶子所铸。,4,24,,,,,,224,,,,,,,,,,resource/icon/equip/224.png,,,,,,,10000,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,流星锤碎片,这件流星锤上面刻有一行字：让你去看流星雨！,2,25,,,,,,,1,,,,,,,,,resource/icon/equip/1.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4002,狼牙棒碎片,形如狼牙，看上去阴森恐怖,2,25,,,,,,,2,,,,,,,,,resource/icon/equip/2.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4003,铁鞭碎片,生铁打造的铁鞭，上面锈迹斑斑,2,25,,,,,,,3,,,,,,,,,resource/icon/equip/3.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4004,虎筋弦弓碎片,用上好的虎皮拉制而成，用起来十分轻盈,2,25,,,,,,,4,,,,,,,,,resource/icon/equip/4.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4005,鹊画弓碎片,镂刻有小鸡吃米图的战弓，却被说成是喜鹊,2,25,,,,,,,5,,,,,,,,,resource/icon/equip/5.png,,,,,,,20,,,,,,,,,,,,,,,,,,,
4006,诸葛连弩碎片,武侯发明的连弩，一次可以射出多支弓箭,3,25,,,,,,,6,,,,,,,,,resource/icon/equip/6.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
4007,七星宝刀碎片,七颗珠宝依北斗七星状镶嵌在刀把上，甚是华丽,3,25,,,,,,,7,,,,,,,,,resource/icon/equip/7.png,,,,,,,50,7 9,,,,,,,,,,,,,,,,,,
4008,双铁戟碎片,挥动起来呼呼作响，一看就很厉害的样子,3,25,,,,,,,8,,,,,,,,,resource/icon/equip/8.png,,,,,,,50,7 9 ,,,,,,,,,,,,,,,,,,
