武将ID,武将名称,阵营,职业ID,职业名称,星级,初始生命,初始攻击,初始防御,生命成长,攻击成长,防御成长,初始闪避,初始命中,初始格挡,初始破击,初始暴击,初始韧性,初始爆伤,初始抵抗,移动速度,攻击速度,攻击距离,普攻子弹ID,必杀技ID,必杀技CD,技能配音ID,进化1材料,进化2材料,进化3材料,进化4材料,进化5材料,进化6材料,进化7材料,进化8材料,进化9材料,进化10材料,进化11材料,进化12材料,武将简介,头像资源,人物资源,卡牌资源,骨骼动画,通用模型技能动作,骨骼比例,骨骼特效,骨骼特效比例,权值,掉落区域,性别,被动技能1,被动技能2,被动技能3,首轮顺序,循环顺序,情缘,图鉴开关
20,左慈,1,5,军师,3,1424,388,177,143.8,39.3,17.9,12,75,12,75,100,25,10,100,,100,,107,35,15000,118,6004 6004 6003 6003 6002 6001,6028 6026 6013 6012 6011 6003,6076 6043 6021 6014 6013 6001,6097 6095 6047 6045 6028 6014,6097 6093 6076 6044 6043 6024,6141 6094 6092 6074 6043 6041,6146 6145 6093 6074 6072 6046,6195 6144 6123 6096 6075 6043,6198 6176 6146 6094 6094 6044,6196 6193 6122 6097 6094 6072,6226 6217 6191 6176 6147 6125,6223 6221 6193 6171 6144 6125,左慈，字符放，庐江（今潜山县）人。道号乌角先生。东汉末年著名方士。左慈常在酒宴中摄取菜肴作乐，曾当众多宾客之面，即时钓苏州松江鲈鱼，取得四川生姜，并寄语川中购缎人增加购数，灵验如神。郊行中，手持醇酒一壶，肉脯一斤，自饮自嚼，可使随行百官皆醉饮。曹操欲缚之，或入壁，或途中隐形，百捕不得。后来左慈告诉葛仙公说他要进霍山炼九转丹，后来终于成仙而去。,resource/head_pic/ZuoCi.png,resource/hero_pic/ZuoCiA.jpg,resource/card_pic/ZuoCi.jpg,resource/bones/ZuoCi,skill,80,resource/bones/ZuoCi_e,100,,3,,1049,1050,1051,0=0=1=2,0=1=0=2,1=60=2=23=0=道法自然 1=151=3=19=0=太平妖术 1=12;22=1=30=0;0=世外高人 2=73=3=22=0=鹤氅 2=163=1=18=0=怒涛法履,
21,貂蝉,1,5,军师,3,1331,396,175,134.4,40.1,17.7,12,87,0,75,87,50,5,87,,100,,140,82,15000,165,6004 6004 6003 6002 6001 6001,6026 6024 6013 6013 6011 6001,6073 6048 6025 6012 6011 6004,6094 6091 6046 6043 6024 6013,6095 6091 6077 6045 6043 6023,6148 6098 6092 6078 6047 6045,6147 6146 6093 6077 6071 6043,6193 6141 6123 6097 6071 6044,6193 6177 6147 6096 6091 6041,6198 6192 6122 6093 6092 6073,6221 6217 6191 6174 6148 6124,6224 6222 6191 6178 6143 6121,貂蝉，东汉末年司徒王允家的义女，为拯救汉朝，由王允授意施行连环计，使董卓、吕布两人反目成仇，最终借吕布之手除掉了恶贼董卓。,resource/head_pic/DiaoChan.png,resource/hero_pic/DiaoChanA.jpg,resource/card_pic/DiaoChan.jpg,resource/bones/DiaoChan,skill,70,resource/bones/DiaoChan_e,90,150,4,1,1052,1053,1054,0=0=1=0,0=1=0=0,1=14=1=23=0=千年绝恋 1=259=2=21=0=美人计 1=26;23;31;25=2;3=25;25=0;0=倾国倾城 2=65=3=21=0=镏金五彩衣 2=107=1=23=0=琉璃紫冠,1
22,华佗,1,4,弓兵,3,1155,433,161,116.7,43.7,16.6,0,125,0,37,112,0,15,100,,100,,183,83,15000,154,6004 6003 6003 6002 6001 6001,6025 6024 6013 6012 6012 6002,6074 6046 6023 6014 6012 6004,6097 6092 6046 6044 6022 6011,6095 6093 6077 6047 6044 6027,6148 6093 6091 6075 6047 6043,6145 6145 6091 6076 6072 6044,6192 6144 6126 6094 6073 6045,6195 6171 6142 6095 6095 6043,6198 6194 6125 6096 6095 6074,6226 6217 6196 6176 6147 6126,6224 6221 6192 6172 6143 6124,华佗，字符化，又名旉，汉未沛国谯（今河南商丘）人，是三国著名医学家。,resource/head_pic/HuaTuo.png,resource/hero_pic/HuaTuoA.jpg,resource/card_pic/HuaTuo.jpg,resource/bones/HuaTuo,skill,80,resource/bones/HuaTuo_e,90,,3,,1055,1056,1057,0=2=0=3,0=2=3=0,1=13=3=24=0=神医之死 1=15=2=23=0=刮骨疗毒 1=20;12=1=30=0;0=世外高人 2=27=2=24=0=养由基弓 2=64=3=20=0=烈火金尘,
23,小乔,4,4,弓兵,2,1081,437,162,109.3,44.1,16.7,0,62,0,62,162,37,35,0,,100,,101,66,15000,175,6003 6003 6002 6002 6001 6001,6022 6021 6013 6011 6011 6002,6078 6043 6025 6014 6012 6004,6096 6091 6048 6048 6025 6013,6095 6092 6076 6045 6041 6023,6143 6095 6091 6078 6046 6042,6146 6141 6091 6075 6072 6044,6191 6144 6124 6091 6077 6044,6195 6177 6147 6096 6091 6042,6193 6192 6127 6097 6093 6071,6224 6212 6195 6171 6145 6127,6226 6223 6196 6171 6142 6124,小乔，庐江皖县（今安徽潜山）人也。父桥国老德尊于时。小乔国色流离，资貌绝伦。建安三年，周瑜协策攻皖，拔之。娶小乔为妻。后人谓英雄美女，天作之合。,resource/head_pic/XiaoQiao.png,resource/hero_pic/XiaoQiaoA.jpg,resource/card_pic/XiaoQiao.jpg,resource/bones/XiaoQiao,skill,80,resource/bones/XiaoQiao_e,110,150,4,1,1058,1059,1060,0=0=1=2,0=1=2=0,1=2=1=20=0=珠联璧合 1=7=2=22=0=才艺双全 1=21;26;31;25=2;3=25;25=0;0=倾国倾城 2=110=1=20=0=束发紫金冠 2=65=3=18=0=镏金五彩衣,1
24,甄姬,2,4,弓兵,1,1090,443,161,110.2,44.7,16.6,0,0,0,0,0,0,0,0,,100,,265,12,15000,178,6003 6003 6002 6002 6001 6001,6021 6021 6013 6012 6011 6003,6073 6045 6022 6013 6012 6002,6095 6092 6043 6042 6022 6014,6092 6091 6077 6046 6042 6025,6141 6096 6091 6075 6044 6041,6146 6142 6093 6077 6074 6043,6191 6141 6122 6097 6073 6048,6194 6175 6142 6093 6093 6044,6198 6192 6125 6094 6094 6073,6227 6212 6196 6178 6145 6122,6226 6225 6192 6178 6145 6125,甄氏，中山无极（今河北省无极县）人，中国三国时期魏文帝曹丕的正室，魏明帝曹叡之母。本为袁熙之妻，曹操攻陷邺城后成为曹丕的妻室。,resource/head_pic/ZhenJi.png,resource/hero_pic/ZhenJiA.jpg,resource/card_pic/ZhenJi.jpg,resource/bones/gongbing2,skill2,54,,,,4,1,1061,1062,1063,0=0=1=0,0=1=0=0,,
25,蔡文姬,1,5,军师,1,1208,405,177,121.9,41,17.9,12,62,12,62,100,25,10,125,,100,,531,29,15000,163,6004 6004 6003 6003 6002 6002,6028 6023 6014 6013 6011 6004,6074 6047 6021 6014 6011 6002,6097 6092 6046 6043 6026 6012,6096 6091 6076 6048 6045 6026,6145 6098 6094 6072 6046 6045,6143 6141 6091 6073 6072 6045,6198 6147 6127 6096 6077 6047,6196 6173 6142 6095 6091 6045,6193 6192 6127 6097 6093 6078,6222 6215 6195 6175 6144 6128,6228 6221 6192 6176 6142 6122,蔡琰，原字昭姬，晋时避司马昭讳，改字文姬，陈留圉（今河南杞县）人，为蔡邕的女儿，博学有才，通音律，据称能用听力迅速判断古琴的第几根琴弦断掉。是建安时期著名的女诗人。,resource/head_pic/CaiWenJi.png,resource/hero_pic/CaiWenJiA.jpg,resource/card_pic/CaiWenJi.jpg,resource/bones/CaiWenJi,skill,90,resource/bones/CaiWenJi_e,90,150,4,1,1109,1110,1111,0=1=2=3,0=1=2=3,1=13=1=21=0=琴瑟和谐 1=64=2=22=0=文韬武略 1=21;26;23;31=2;1=25;25=0;0=倾国倾城 2=16=1=22=0=牡丹玉琵琶 2=75=3=18=0=紫金百花袍,1
26,大乔,4,5,军师,2,1320,401,175,133.3,40.6,17.7,0,112,0,25,137,62,25,25,,100,,104,43,15000,164,6004 6003 6002 6002 6001 6001,6021 6021 6014 6012 6011 6004,6074 6042 6027 6014 6012 6004,6097 6091 6047 6045 6027 6012,6096 6092 6078 6047 6046 6024,6141 6093 6092 6078 6046 6046,6146 6141 6096 6078 6071 6045,6198 6145 6124 6091 6078 6046,6196 6176 6142 6097 6094 6041,6197 6196 6125 6094 6091 6075,6221 6213 6194 6176 6144 6125,6223 6223 6193 6178 6148 6128,大乔（乔字古作“桥”），生卒年不详，三国时期梁国睢阳（今河南省商丘市）人，中国汉末三国时期的女性，系桥公长女、孙策配偶、孙权之嫂，小乔之姊。,resource/head_pic/DaQiao.png,resource/hero_pic/DaQiaoA.jpg,resource/card_pic/DaQiao.jpg,resource/bones/DaQiao,skill,80,resource/bones/DaQiao_e,90,150,4,1,1112,1113,1114,3=2=1=0,2=1=0=3,1=37=1=23=0=英雄美人 1=51=2=24=0=吴下阿蒙 1=21;23;31;25=1;3=25;25=0;0=倾国倾城 2=15=2=18=0=豪风蓝凤杖 2=64=3=21=0=烈火金尘,1
27,张昭,4,4,弓兵,1,1112,426,161,112.4,43,16.6,0,0,0,0,0,0,0,0,,100,,265,41,15000,124,6004 6003 6003 6002 6001 6001,6025 6023 6013 6012 6012 6001,6078 6042 6013 6013 6012 6002,6095 6091 6013 6042 6012 6012,6094 6093 6013 6046 6012 6025,6147 6097 6013 6076 6012 6045,6144 6141 6013 6077 6012 6044,6198 6145 6013 6094 6012 6041,6191 6173 6013 6098 6012 6042,6197 6196 6013 6097 6012 6078,6223 6218 6013 6171 6012 6122,6224 6222 6013 6171 6012 6125,张昭，字子布，彭城国人。张昭少时好学，博览群书。二十岁时拒绝应试孝廉而与名士王朗等人讨论时事，深受陈琳赏识。东汉末年张昭避乱扬州。孙策举事时，张昭出任长史、抚军中郎将。张昭敢于直言谏议，曾因违背孙权意愿而一度不让他朝见。后因东吴群臣辨不过诸葛亮而复出。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,4,,1115,1116,1117,0=0=1=0,0=1=0=0,,
28,步练师,4,3,骑兵,1,1952,304,252,196.4,30.8,25.4,100,87,0,12,150,0,30,0,,100,,529,75,15000,162,6004 6003 6003 6002 6002 6001,6026 6022 6014 6013 6011 6004,6076 6044 6023 6014 6011 6003,6095 6092 6048 6042 6027 6014,6098 6096 6073 6046 6042 6021,6144 6098 6096 6076 6048 6044,6146 6143 6096 6078 6075 6045,6192 6142 6122 6094 6072 6048,6192 6174 6143 6093 6092 6048,6198 6196 6123 6097 6096 6077,6223 6217 6196 6176 6145 6122,6228 6223 6194 6178 6141 6121,步夫人，临淮郡淮阴县（今江苏省淮安市）人，与东吴丞相步骘同族，吴大帝孙权之妻。东吴丞相步骘同族，吴大帝孙权之妃，在孙权众夫人中最受孙权的宠爱（宠冠后庭），生有二女：孙鲁班、孙鲁育。,resource/head_pic/BuLianShi.png,resource/hero_pic/BuLianShiA.jpg,resource/card_pic/BuLianShi.jpg,resource/bones/BuLianShi,skill,70,resource/bones/BuLianShi_e,90,150,4,1,1118,1119,1120,0=1=2=0,0=1=2=0,1=5=3=22=0=伉俪情深 1=49=2=23=0=江东望族 1=152;36=1=30=0;0=贵为皇后 2=107=1=23=0=琉璃紫冠 2=71=3=22=0=双龙珍珠甲,1
29,司马昭,2,5,军师,1,1222,405,175,123.4,41,17.7,0,0,0,0,0,0,0,0,,100,,271,65,15000,142,6004 6003 6003 6002 6002 6001,6022 6021 6013 6013 6011 6001,6077 6048 6022 6014 6011 6003,6098 6095 6046 6046 6023 6014,6095 6095 6078 6045 6045 6027,6148 6094 6092 6071 6048 6043,6143 6142 6097 6074 6071 6045,6194 6144 6124 6096 6078 6041,6191 6174 6146 6095 6095 6045,6198 6195 6124 6095 6095 6076,6223 6212 6195 6171 6148 6125,6227 6225 6198 6178 6141 6124,司马昭，字子上，河内温县人。司马懿次子。昭随父抗蜀，多有军识。景初二年，封新城乡侯。正始初，迁洛阳典农中郎将。曹髦时，继兄司马师为大将军。专揽国政，阴谋代魏。甘露五年，杀魏帝曹髦，另立曹奂为帝。景元四年，分兵谴钟会、邓艾、诸葛绪三路伐蜀，灭之。自称晋公。后加晋王。咸熙二年，薨。昭死数月，子司马炎代魏称帝。建晋朝。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi2,skill2,55,,,,4,,1121,1122,1123,0=0=1=0,0=1=0=0,,
30,司马师,2,5,军师,1,1243,398,175,125.5,40.3,17.7,0,0,0,0,0,0,0,0,,100,,271,80,15000,152,6004 6003 6003 6002 6001 6001,6027 6021 6014 6014 6012 6001,6073 6045 6027 6012 6012 6003,6095 6093 6046 6041 6012 6013,6098 6097 6076 6047 6012 6023,6146 6098 6091 6077 6012 6042,6146 6145 6098 6077 6012 6041,6192 6144 6125 6092 6012 6041,6193 6171 6148 6095 6012 6041,6197 6192 6127 6096 6012 6074,6226 6213 6198 6176 6012 6127,6224 6223 6191 6175 6012 6121,司马师，司马炎的伯父。三国时期曹魏大臣。字子元。河内温县（今河南温县西）人。司马懿长子。西晋奠基人之一。晋朝建立后，追尊为景皇帝，庙号世宗。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi2,skill2,55,,,,4,,1124,1125,1126,0=0=1=0,0=1=0=0,,
31,甘夫人,3,5,军师,1,1278,403,183,129,40.8,18.5,100,37,0,87,125,12,5,50,,100,,533,64,15000,166,6004 6004 6003 6003 6002 6002,6026 6025 6013 6012 6011 6002,6075 6046 6022 6014 6014 6001,6092 6091 6046 6044 6028 6011,6096 6091 6073 6047 6047 6021,6146 6094 6093 6071 6047 6045,6148 6146 6093 6073 6072 6048,6197 6144 6125 6093 6076 6046,6192 6177 6148 6098 6092 6043,6194 6191 6122 6098 6097 6077,6224 6216 6195 6171 6141 6125,6226 6222 6191 6175 6148 6126,甘夫人，名甘倩。三国蜀汉昭烈帝刘备的皇后。,resource/head_pic/GanFuRen.png,resource/hero_pic/GanFuRenA.jpg,resource/card_pic/GanFuRen.jpg,resource/bones/GanFuRen,skill,70,resource/bones/GanFuRen_e,90,150,4,1,1127,1128,1129,0=3=1=2,0=3=1=2,1=19=1=23=0=昭烈皇后 1=16=3=24=0=单骑救主 1=21;26;23;25=1;2=25;25=0;0=倾国倾城 2=16=2=19=0=牡丹玉琵琶 2=65=3=22=0=镏金五彩衣,1
32,辛宪英,2,5,军师,1,1238,407,173,125,41.2,17.5,0,0,0,0,0,0,0,0,,100,,271,121,15000,,6004 6003 6002 6002 6001 6001,6024 6023 6013 6012 6012 6001,6075 6045 6023 6013 6011 6001,6098 6096 6045 6041 6025 6013,6097 6096 6071 6047 6044 6028,6144 6096 6091 6077 6046 6043,6147 6145 6097 6071 6071 6045,6191 6147 6125 6093 6071 6041,6195 6178 6147 6098 6098 6045,6196 6191 6126 6096 6093 6076,6226 6211 6196 6173 6141 6124,6228 6221 6196 6177 6147 6124,辛毗之女，辛敞之弟，羊耽之妻，儿羊琇，侄羊祜,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/junshi3nv,skill2,50,,,,,1,1274,1275,0,0=0=1=0,0=1=0=0,,
33,张春华,2,1,步兵,1,2228,258,296,224.8,26.2,29.8,0,0,0,0,0,0,0,0,,100,,253,70,15000,176,6004 6003 6003 6002 6002 6001,6026 6025 6014 6013 6011 6001,6076 6043 6026 6013 6011 6004,6098 6095 6047 6044 6021 6014,6098 6096 6071 6045 6045 6028,6144 6093 6091 6072 6047 6041,6145 6144 6098 6074 6072 6045,6193 6143 6123 6093 6071 6046,6197 6171 6142 6098 6091 6046,6195 6193 6124 6097 6094 6078,6228 6211 6191 6173 6141 6128,6227 6222 6191 6173 6148 6126,司马懿之妻，司马师司马昭之母；外表彪悍，才识过人,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/bubing2_y,skill2,65,,,,4,1,1130,1131,1132,0=0=1=0,0=1=0=0,,
34,马云禄,3,3,骑兵,1,1883,302,246,189.4,30.6,24.8,0,0,0,0,0,0,0,0,,100,,259,49,15000,170,6004 6004 6003 6002 6001 6001,6027 6021 6012 6011 6011 6002,6077 6048 6021 6014 6014 6002,6091 6091 6047 6044 6023 6013,6094 6094 6072 6047 6046 6022,6141 6097 6097 6073 6046 6044,6142 6142 6096 6077 6073 6044,6195 6145 6126 6097 6073 6047,6194 6171 6146 6095 6093 6044,6196 6191 6126 6096 6091 6077,6221 6214 6191 6173 6144 6124,6228 6221 6198 6174 6148 6127,马云禄，民国文人周大荒所著小说 《反三国演义》 中马超的妹妹， 马腾之女，赵云的妻子。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,4,1,1064,1065,1066,0=0=1=0,0=1=0=0,,
35,王异,1,5,军师,1,1267,391,178,128,39.6,18,12,75,0,75,87,25,15,112,,100,,525,44,15000,173,6004 6004 6003 6003 6002 6001,6026 6023 6014 6013 6011 6002,6075 6046 6027 6013 6012 6004,6097 6091 6047 6046 6022 6011,6093 6092 6076 6046 6042 6026,6142 6098 6096 6072 6047 6043,6142 6141 6093 6075 6072 6047,6195 6147 6122 6097 6076 6043,6197 6171 6143 6097 6092 6048,6194 6192 6122 6097 6092 6078,6227 6213 6198 6177 6145 6126,6227 6223 6191 6171 6141 6123,益州刺史赵昂之妻，与丈夫一同抵御马超,resource/head_pic/WangYi.png,resource/hero_pic/WangYiA.jpg,resource/card_pic/WangYi.jpg,resource/bones/WangYi,skill,80,resource/bones/WangYi_e,90,150,4,1,1133,1134,1135,0=1=2=3,0=1=2=3,1=17=1=22=0=孟起仇敌 1=36=3=24=0=巾帼内助 1=53;11=2=30=0;0=女汉子 2=13=2=22=0=七星剑 2=157=1=21=0=逐光轻靴,
36,王元姬,2,3,骑兵,1,1952,314,247,196.4,31.8,24.9,87,50,112,12,62,62,15,0,,100,,169,72,15000,174,6004 6003 6003 6002 6002 6001,6028 6025 6012 6012 6011 6002,6077 6043 6024 6012 6011 6003,6096 6095 6046 6043 6025 6013,6097 6096 6077 6041 6041 6027,6147 6093 6092 6075 6042 6041,6146 6145 6092 6078 6075 6042,6197 6144 6127 6091 6071 6043,6192 6176 6148 6095 6091 6048,6194 6192 6124 6097 6093 6077,6225 6217 6196 6173 6147 6123,6227 6221 6196 6173 6141 6125,司马昭之妻，司马炎的母亲，颇有远见，曾预言钟会谋反,resource/head_pic/WangYuanJi.png,resource/hero_pic/WangYuanJiA.jpg,resource/card_pic/WangYuanJi.jpg,resource/bones/WangYuanJi,skill,80,resource/bones/WangYuanJi_e,90,,3,1,1136,1137,1138,2=0=1=0,0=1=0=2,1=55=2=24=0=彪悍人生 1=35=3=20=0=巾帼内助 1=152;28=1=30=0;0=贵为皇后 2=71=3=22=0=双龙珍珠甲 2=158=1=19=0=碎影轻靴,
37,孙策,4,1,步兵,1,2286,253,320,230.6,25.7,32.2,25,50,100,12,112,37,30,12,,100,,106,50,15000,130,6004 6003 6002 6002 6001 6001,6027 6022 6014 6014 6012 6002,6076 6043 6028 6012 6011 6003,6097 6096 6042 6041 6026 6013,6096 6095 6072 6045 6041 6024,6141 6095 6091 6073 6048 6045,6148 6144 6091 6077 6075 6043,6194 6147 6128 6098 6076 6048,6196 6178 6143 6096 6091 6048,6198 6192 6121 6098 6093 6071,6221 6218 6198 6173 6148 6121,6222 6222 6191 6172 6148 6126,孙策，字伯符，吴郡富春县人。孙策是孙坚长子，孙权之兄。孙坚死后，孙策年十余岁便跟随袁术。因英勇善战和善于用人而受到袁术赏识，并得到其父的部属。兴平二年（公元１９５年）孙策消灭刘繇。袁术称帝之后，孙策写信谴责袁术并与其脱离关系，被曹操封为讨逆将军。袁术死后，刘勋拦截住欲投奔孙策的袁术余部。孙策因此设计奇取庐江，刘勋部将全部投降，孙策趁势统一江东。,resource/head_pic/SunCe.png,resource/hero_pic/SunCeA.jpg,resource/card_pic/SunCe.jpg,resource/bones/SunCe,skill,80,resource/bones/SunCe_e,90,150,4,,1067,1068,1069,3=2=0=0,3=0=2=0,1=26=1=24=0=英雄美人 1=2=2=24=0=意气风发 1=5;49=3=30=0;0=奠基东吴 2=66=3=22=0=狂龙火胄 2=117=1=18=0=鎏金盔,
38,姜维,3,3,骑兵,1,1942,309,241,195.5,31.3,24.3,0,0,0,0,0,0,0,0,,100,,259,37,15000,120,6003 6003 6002 6002 6001 6001,6025 6022 6014 6013 6011 6003,6076 6047 6021 6014 6012 6002,6094 6092 6043 6042 6021 6011,6095 6091 6075 6043 6042 6027,6146 6098 6092 6077 6045 6042,6146 6143 6096 6076 6074 6042,6198 6148 6127 6092 6077 6041,6198 6173 6141 6094 6093 6042,6195 6193 6123 6098 6093 6075,6223 6217 6194 6174 6147 6124,6228 6223 6195 6176 6148 6121,姜维，字伯约，天水冀县人。姜维少时因其父为保护太守而战死，而被赐为中郎。诸葛亮北伐时很欣赏姜维的才能，便设计收降姜维，任仓曹掾、封义将军、封为当阳亭侯，时年二十七岁。后来升任中监军、征西将军。建兴十二年（公元234年）诸葛亮去世，姜维任右监军、辅汉将军，封平襄侯。景耀六年（公元263年），刘禅投降，命姜维投降于钟会。姜维忍辱负重，意图恢复蜀国。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,4,,1139,1140,1141,0=0=1=0,0=1=0=0,,
39,乐进,2,4,弓兵,1,1101,423,157,111.3,42.7,16.2,0,0,0,0,0,0,0,0,,100,,265,27,15000,111,6003 6003 6002 6002 6001 6001,6024 6021 6012 6011 6011 6001,6074 6048 6024 6014 6014 6004,6092 6091 6048 6045 6025 6014,6097 6094 6071 6047 6044 6026,6143 6095 6093 6071 6043 6042,6147 6143 6095 6076 6072 6048,6198 6145 6124 6096 6078 6044,6191 6175 6148 6094 6092 6043,6196 6192 6121 6096 6091 6071,6226 6217 6193 6175 6147 6127,6223 6223 6196 6171 6144 6128,乐进，字文谦，阳平卫国人，三国时曹魏名将。以胆识英烈而从曹操，随军多年，南征北讨，战功无数，从击袁绍于官渡，奋勇力战，斩袁绍部将淳于琼。又从击袁绍子谭、尚于黎阳，斩其大将严敬。不久乐进别击黄巾、雍奴、管承，皆大破之。后来从曹操征孙权，假进节。曹操回师后，留乐进与张辽、李典屯于合肥。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,4,,1142,1143,1144,0=0=1=0,0=1=0=0,,
40,张绣,1,3,骑兵,1,1950,309,257,196.2,31.3,25.9,62,112,0,75,87,0,10,62,,100,,509,38,15000,121,6004 6003 6003 6002 6002 6001,6023 6022 6014 6012 6012 6001,6077 6046 6023 6014 6013 6002,6092 6091 6046 6043 6028 6012,6095 6094 6077 6048 6045 6028,6145 6098 6097 6078 6048 6046,6148 6147 6096 6076 6076 6042,6194 6148 6123 6097 6078 6041,6192 6174 6145 6094 6091 6047,6191 6191 6124 6094 6092 6072,6228 6213 6194 6178 6145 6125,6222 6221 6191 6172 6146 6126,张绣，骠骑将军张济之侄。后绣随张济征战，在张济战死后接管了他的部队，与刘表联盟，屯于宛城。曹操南征，张绣率众投降。曹操娶了张济的遗孀，张绣因此怀恨曹操。曹操听说张绣不高兴，就秘密准备杀掉张绣。结果计划泄漏，张绣偷袭曹操，导致曹操长子曹昂和猛将典韦战死。官渡之战前夕，张绣参加了官渡之战，升为破羌将军，又数立战功，后于远征乌桓途中去世。,resource/head_pic/ZhangXiu.png,resource/hero_pic/ZhangXiuA.jpg,resource/card_pic/ZhangXiu.jpg,resource/bones/ZhangXiu,skill,70,resource/bones/ZhangXiu_e,70,150,4,,1145,1146,1147,0=1=2=0,0=1=2=0,1=58=1=22=0=宛城旧主 1=16=3=21=0=师从枪王 1=44;109=2=30=0;0=马上争雄 2=29=2=20=0=百鸟朝凰枪 2=156=1=22=0=游龙靴,
41,夏侯渊,2,4,弓兵,1,1135,439,158,114.7,44.3,16.3,25,62,87,0,125,50,25,0,,100,,112,24,15000,108,6004 6004 6003 6003 6002 6001,6027 6027 6014 6013 6013 6004,6076 6046 6025 6014 6014 6003,6094 6093 6042 6041 6021 6014,6093 6092 6072 6044 6043 6026,6142 6097 6091 6078 6044 6042,6142 6141 6097 6077 6072 6046,6194 6142 6127 6097 6074 6046,6196 6174 6146 6097 6091 6041,6196 6191 6128 6096 6096 6072,6221 6213 6194 6178 6148 6127,6224 6224 6193 6172 6142 6121,夏侯渊，字妙才，沛国谯县人。夏侯惇之弟，与曹操本是同族。勇力过人，武艺高超，性刚烈忠诚，深得曹操欣赏。征羌人时，立功颇多，羌人皆畏其名，官至征西将军。但和夏侯惇相同，为人轻躁，缺乏谋略，而且恃才傲物，勇有余而智不足。建安二十三年，刘备军攻打汉中，曹操特提拔他为统帅，却在定军山之役中了蜀将法正的计谋而被黄忠斩杀。,resource/head_pic/XiaHouYuan.png,resource/hero_pic/XiaHouYuanA.jpg,resource/card_pic/XiaHouYuan.jpg,resource/bones/XiaHouYuan,skill,80,resource/bones/XiaHouYuan_e,90,150,4,,1148,1149,1150,0=2=1=0,0=1=2=0,1=66=1=22=0=勇力绝人 1=64;65=2=30=0;0=百步穿杨 1=45;4=3=30=0;0=家族兄弟 2=18=2=24=0=宝雕弓 2=161=1=19=0=蟒鳞长靴,1
42,文丑,1,3,骑兵,2,1887,310,248,189.9,31.4,25,62,112,0,75,87,0,10,62,,100,,523,56,15000,135,6004 6003 6003 6002 6002 6001,6025 6024 6013 6013 6012 6004,6076 6043 6026 6013 6011 6001,6096 6093 6048 6047 6023 6011,6094 6093 6072 6047 6042 6026,6148 6097 6092 6075 6042 6041,6148 6144 6091 6078 6071 6047,6197 6142 6122 6095 6073 6045,6192 6175 6146 6092 6091 6042,6194 6193 6121 6097 6094 6073,6223 6216 6197 6174 6145 6125,6228 6221 6197 6173 6146 6123,文丑，河北名将。建安四年，袁绍以颜良、文丑为将率，简精卒十万，准备攻许。五年，袁绍渡河兵至延津，使文丑与刘备挑战，曹操以辎重就道饵敌，文丑兵乱，遂被操击破而死。,resource/head_pic/WenChou.png,resource/hero_pic/WenChouA.jpg,resource/card_pic/WenChou.jpg,resource/bones/WenChou,skill,80,resource/bones/WenChou_e,80,150,4,,1151,1152,1153,2=1=0=0,0=1=0=0,1=152=2=20=0=女王与野兽 1=111=3=18=0=命中克星 1=123;50=1=30=0;0=河北上将 2=70=3=23=0=五龙盘珠铠 2=111=1=20=0=狂战面甲,1
