技能id,等级,需要材料,需要银币,需求等级
321,1,31=1,0,0
321,2,31=2,500,6
321,3,31=3,1000,10
321,4,31=4,2000,15
321,5,31=5,4000,20
321,6,32=6,8000,25
321,7,32=8,10000,30
321,8,32=10,12000,35
321,9,32=12,14000,40
321,10,32=14,16000,45
321,11,33=17,32000,50
321,12,33=20,36000,55
321,13,33=23,40000,60
321,14,33=26,44000,65
321,15,33=30,48000,70
321,16,34=34,96000,75
321,17,34=38,104000,80
321,18,34=42,112000,85
321,19,34=46,120000,90
321,20,34=50,128000,95
322,1,31=1,0,0
322,2,31=2,500,6
322,3,31=3,1000,10
322,4,31=4,2000,15
322,5,31=5,4000,20
322,6,32=6,8000,25
322,7,32=8,10000,30
322,8,32=10,12000,35
322,9,32=12,14000,40
322,10,32=14,16000,45
322,11,33=17,32000,50
322,12,33=20,36000,55
322,13,33=23,40000,60
322,14,33=26,44000,65
322,15,33=30,48000,70
322,16,34=34,96000,75
322,17,34=38,104000,80
322,18,34=42,112000,85
322,19,34=46,120000,90
322,20,34=50,128000,95
323,1,31=1,0,0
323,2,31=2,500,6
323,3,31=3,1000,10
323,4,31=4,2000,15
323,5,31=5,4000,20
323,6,32=6,8000,25
323,7,32=8,10000,30
323,8,32=10,12000,35
323,9,32=12,14000,40
323,10,32=14,16000,45
323,11,33=17,32000,50
323,12,33=20,36000,55
323,13,33=23,40000,60
323,14,33=26,44000,65
323,15,33=30,48000,70
323,16,34=34,96000,75
323,17,34=38,104000,80
323,18,34=42,112000,85
323,19,34=46,120000,90
323,20,34=50,128000,95
324,1,31=1,0,0
324,2,31=2,500,6
324,3,31=3,1000,10
324,4,31=4,2000,15
324,5,31=5,4000,20
324,6,32=6,8000,25
324,7,32=8,10000,30
324,8,32=10,12000,35
324,9,32=12,14000,40
324,10,32=14,16000,45
324,11,33=17,32000,50
324,12,33=20,36000,55
324,13,33=23,40000,60
324,14,33=26,44000,65
324,15,33=30,48000,70
324,16,34=34,96000,75
324,17,34=38,104000,80
324,18,34=42,112000,85
324,19,34=46,120000,90
324,20,34=50,128000,95
325,1,31=1,0,0
325,2,31=2,500,6
325,3,31=3,1000,10
325,4,31=4,2000,15
325,5,31=5,4000,20
325,6,32=6,8000,25
325,7,32=8,10000,30
325,8,32=10,12000,35
325,9,32=12,14000,40
325,10,32=14,16000,45
325,11,33=17,32000,50
325,12,33=20,36000,55
325,13,33=23,40000,60
325,14,33=26,44000,65
325,15,33=30,48000,70
325,16,34=34,96000,75
325,17,34=38,104000,80
325,18,34=42,112000,85
325,19,34=46,120000,90
325,20,34=50,128000,95
326,1,31=1,0,0
326,2,31=2,500,6
326,3,31=3,1000,10
326,4,31=4,2000,15
326,5,31=5,4000,20
326,6,32=6,8000,25
326,7,32=8,10000,30
326,8,32=10,12000,35
326,9,32=12,14000,40
326,10,32=14,16000,45
326,11,33=17,32000,50
326,12,33=20,36000,55
326,13,33=23,40000,60
326,14,33=26,44000,65
326,15,33=30,48000,70
326,16,34=34,96000,75
326,17,34=38,104000,80
326,18,34=42,112000,85
326,19,34=46,120000,90
326,20,34=50,128000,95
,,,,0
351,1,31=1,0,0
351,2,31=2,500,6
351,3,31=3,1000,10
351,4,31=4,2000,15
351,5,31=5,4000,20
351,6,32=6,8000,25
351,7,32=8,10000,30
351,8,32=10,12000,35
351,9,32=12,14000,40
351,10,32=14,16000,45
351,11,33=17,32000,50
351,12,33=20,36000,55
351,13,33=23,40000,60
351,14,33=26,44000,65
351,15,33=30,48000,70
351,16,34=34,96000,75
351,17,34=38,104000,80
351,18,34=42,112000,85
351,19,34=46,120000,90
351,20,34=50,128000,95
352,1,31=1,0,0
352,2,31=2,500,6
352,3,31=3,1000,10
352,4,31=4,2000,15
352,5,31=5,4000,20
352,6,32=6,8000,25
352,7,32=8,10000,30
352,8,32=10,12000,35
352,9,32=12,14000,40
352,10,32=14,16000,45
352,11,33=17,32000,50
352,12,33=20,36000,55
352,13,33=23,40000,60
352,14,33=26,44000,65
352,15,33=30,48000,70
352,16,34=34,96000,75
352,17,34=38,104000,80
352,18,34=42,112000,85
352,19,34=46,120000,90
352,20,34=50,128000,95
353,1,31=1,0,0
353,2,31=2,500,6
353,3,31=3,1000,10
353,4,31=4,2000,15
353,5,31=5,4000,20
353,6,32=6,8000,25
353,7,32=8,10000,30
353,8,32=10,12000,35
353,9,32=12,14000,40
353,10,32=14,16000,45
353,11,33=17,32000,50
353,12,33=20,36000,55
353,13,33=23,40000,60
353,14,33=26,44000,65
353,15,33=30,48000,70
353,16,34=34,96000,75
353,17,34=38,104000,80
353,18,34=42,112000,85
353,19,34=46,120000,90
353,20,34=50,128000,95
354,1,31=1,0,0
354,2,31=2,500,6
354,3,31=3,1000,10
354,4,31=4,2000,15
354,5,31=5,4000,20
354,6,32=6,8000,25
354,7,32=8,10000,30
354,8,32=10,12000,35
354,9,32=12,14000,40
354,10,32=14,16000,45
354,11,33=17,32000,50
354,12,33=20,36000,55
354,13,33=23,40000,60
354,14,33=26,44000,65
354,15,33=30,48000,70
354,16,34=34,96000,75
354,17,34=38,104000,80
354,18,34=42,112000,85
354,19,34=46,120000,90
354,20,34=50,128000,95
355,1,31=1,0,0
355,2,31=2,500,6
355,3,31=3,1000,10
355,4,31=4,2000,15
355,5,31=5,4000,20
355,6,32=6,8000,25
355,7,32=8,10000,30
355,8,32=10,12000,35
355,9,32=12,14000,40
355,10,32=14,16000,45
355,11,33=17,32000,50
355,12,33=20,36000,55
355,13,33=23,40000,60
355,14,33=26,44000,65
355,15,33=30,48000,70
355,16,34=34,96000,75
355,17,34=38,104000,80
355,18,34=42,112000,85
355,19,34=46,120000,90
355,20,34=50,128000,95
356,1,31=1,0,0
356,2,31=2,500,6
356,3,31=3,1000,10
356,4,31=4,2000,15
356,5,31=5,4000,20
356,6,32=6,8000,25
356,7,32=8,10000,30
356,8,32=10,12000,35
356,9,32=12,14000,40
356,10,32=14,16000,45
356,11,33=17,32000,50
356,12,33=20,36000,55
356,13,33=23,40000,60
356,14,33=26,44000,65
356,15,33=30,48000,70
356,16,34=34,96000,75
356,17,34=38,104000,80
356,18,34=42,112000,85
356,19,34=46,120000,90
356,20,34=50,128000,95
357,1,31=1,0,0
357,2,31=2,500,6
357,3,31=3,1000,10
357,4,31=4,2000,15
357,5,31=5,4000,20
357,6,32=6,8000,25
357,7,32=8,10000,30
357,8,32=10,12000,35
357,9,32=12,14000,40
357,10,32=14,16000,45
357,11,33=17,32000,50
357,12,33=20,36000,55
357,13,33=23,40000,60
357,14,33=26,44000,65
357,15,33=30,48000,70
357,16,34=34,96000,75
357,17,34=38,104000,80
357,18,34=42,112000,85
357,19,34=46,120000,90
357,20,34=50,128000,95
358,1,31=1,0,0
358,2,31=2,500,6
358,3,31=3,1000,10
358,4,31=4,2000,15
358,5,31=5,4000,20
358,6,32=6,8000,25
358,7,32=8,10000,30
358,8,32=10,12000,35
358,9,32=12,14000,40
358,10,32=14,16000,45
358,11,33=17,32000,50
358,12,33=20,36000,55
358,13,33=23,40000,60
358,14,33=26,44000,65
358,15,33=30,48000,70
358,16,34=34,96000,75
358,17,34=38,104000,80
358,18,34=42,112000,85
358,19,34=46,120000,90
358,20,34=50,128000,95
359,1,31=1,0,0
359,2,31=2,500,6
359,3,31=3,1000,10
359,4,31=4,2000,15
359,5,31=5,4000,20
359,6,32=6,8000,25
359,7,32=8,10000,30
359,8,32=10,12000,35
359,9,32=12,14000,40
359,10,32=14,16000,45
359,11,33=17,32000,50
359,12,33=20,36000,55
359,13,33=23,40000,60
359,14,33=26,44000,65
359,15,33=30,48000,70
359,16,34=34,96000,75
359,17,34=38,104000,80
359,18,34=42,112000,85
359,19,34=46,120000,90
359,20,34=50,128000,95
360,1,31=1,0,0
360,2,31=2,500,6
360,3,31=3,1000,10
360,4,31=4,2000,15
360,5,31=5,4000,20
360,6,32=6,8000,25
360,7,32=8,10000,30
360,8,32=10,12000,35
360,9,32=12,14000,40
360,10,32=14,16000,45
360,11,33=17,32000,50
360,12,33=20,36000,55
360,13,33=23,40000,60
360,14,33=26,44000,65
360,15,33=30,48000,70
360,16,34=34,96000,75
360,17,34=38,104000,80
360,18,34=42,112000,85
360,19,34=46,120000,90
360,20,34=50,128000,95
361,1,31=1,0,0
361,2,31=2,500,6
361,3,31=3,1000,10
361,4,31=4,2000,15
361,5,31=5,4000,20
361,6,32=6,8000,25
361,7,32=8,10000,30
361,8,32=10,12000,35
361,9,32=12,14000,40
361,10,32=14,16000,45
361,11,33=17,32000,50
361,12,33=20,36000,55
361,13,33=23,40000,60
361,14,33=26,44000,65
361,15,33=30,48000,70
361,16,34=34,96000,75
361,17,34=38,104000,80
361,18,34=42,112000,85
361,19,34=46,120000,90
361,20,34=50,128000,95
362,1,31=1,0,0
362,2,31=2,500,6
362,3,31=3,1000,10
362,4,31=4,2000,15
362,5,31=5,4000,20
362,6,32=6,8000,25
362,7,32=8,10000,30
362,8,32=10,12000,35
362,9,32=12,14000,40
362,10,32=14,16000,45
362,11,33=17,32000,50
362,12,33=20,36000,55
362,13,33=23,40000,60
362,14,33=26,44000,65
362,15,33=30,48000,70
362,16,34=34,96000,75
362,17,34=38,104000,80
362,18,34=42,112000,85
362,19,34=46,120000,90
362,20,34=50,128000,95
363,1,31=1,0,0
363,2,31=2,500,6
363,3,31=3,1000,10
363,4,31=4,2000,15
363,5,31=5,4000,20
363,6,32=6,8000,25
363,7,32=8,10000,30
363,8,32=10,12000,35
363,9,32=12,14000,40
363,10,32=14,16000,45
363,11,33=17,32000,50
363,12,33=20,36000,55
363,13,33=23,40000,60
363,14,33=26,44000,65
363,15,33=30,48000,70
363,16,34=34,96000,75
363,17,34=38,104000,80
363,18,34=42,112000,85
363,19,34=46,120000,90
363,20,34=50,128000,95
364,1,31=1,0,0
364,2,31=2,500,6
364,3,31=3,1000,10
364,4,31=4,2000,15
364,5,31=5,4000,20
364,6,32=6,8000,25
364,7,32=8,10000,30
364,8,32=10,12000,35
364,9,32=12,14000,40
364,10,32=14,16000,45
364,11,33=17,32000,50
364,12,33=20,36000,55
364,13,33=23,40000,60
364,14,33=26,44000,65
364,15,33=30,48000,70
364,16,34=34,96000,75
364,17,34=38,104000,80
364,18,34=42,112000,85
364,19,34=46,120000,90
364,20,34=50,128000,95
365,1,31=1,0,0
365,2,31=2,500,6
365,3,31=3,1000,10
365,4,31=4,2000,15
365,5,31=5,4000,20
365,6,32=6,8000,25
365,7,32=8,10000,30
365,8,32=10,12000,35
365,9,32=12,14000,40
365,10,32=14,16000,45
365,11,33=17,32000,50
365,12,33=20,36000,55
365,13,33=23,40000,60
365,14,33=26,44000,65
365,15,33=30,48000,70
365,16,34=34,96000,75
365,17,34=38,104000,80
365,18,34=42,112000,85
365,19,34=46,120000,90
365,20,34=50,128000,95
366,1,31=1,0,0
366,2,31=2,500,6
366,3,31=3,1000,10
366,4,31=4,2000,15
366,5,31=5,4000,20
366,6,32=6,8000,25
366,7,32=8,10000,30
366,8,32=10,12000,35
366,9,32=12,14000,40
366,10,32=14,16000,45
366,11,33=17,32000,50
366,12,33=20,36000,55
366,13,33=23,40000,60
366,14,33=26,44000,65
366,15,33=30,48000,70
366,16,34=34,96000,75
366,17,34=38,104000,80
366,18,34=42,112000,85
366,19,34=46,120000,90
366,20,34=50,128000,95
367,1,31=1,0,0
367,2,31=2,500,6
367,3,31=3,1000,10
367,4,31=4,2000,15
367,5,31=5,4000,20
367,6,32=6,8000,25
367,7,32=8,10000,30
367,8,32=10,12000,35
367,9,32=12,14000,40
367,10,32=14,16000,45
367,11,33=17,32000,50
367,12,33=20,36000,55
367,13,33=23,40000,60
367,14,33=26,44000,65
367,15,33=30,48000,70
367,16,34=34,96000,75
367,17,34=38,104000,80
367,18,34=42,112000,85
367,19,34=46,120000,90
367,20,34=50,128000,95
368,1,31=1,0,0
368,2,31=2,500,6
368,3,31=3,1000,10
368,4,31=4,2000,15
368,5,31=5,4000,20
368,6,32=6,8000,25
368,7,32=8,10000,30
368,8,32=10,12000,35
368,9,32=12,14000,40
368,10,32=14,16000,45
368,11,33=17,32000,50
368,12,33=20,36000,55
368,13,33=23,40000,60
368,14,33=26,44000,65
368,15,33=30,48000,70
368,16,34=34,96000,75
368,17,34=38,104000,80
368,18,34=42,112000,85
368,19,34=46,120000,90
368,20,34=50,128000,95
369,1,31=1,0,0
369,2,31=2,500,6
369,3,31=3,1000,10
369,4,31=4,2000,15
369,5,31=5,4000,20
369,6,32=6,8000,25
369,7,32=8,10000,30
369,8,32=10,12000,35
369,9,32=12,14000,40
369,10,32=14,16000,45
369,11,33=17,32000,50
369,12,33=20,36000,55
369,13,33=23,40000,60
369,14,33=26,44000,65
369,15,33=30,48000,70
369,16,34=34,96000,75
369,17,34=38,104000,80
369,18,34=42,112000,85
369,19,34=46,120000,90
369,20,34=50,128000,95
370,1,31=1,0,0
370,2,31=2,500,6
370,3,31=3,1000,10
370,4,31=4,2000,15
370,5,31=5,4000,20
370,6,32=6,8000,25
370,7,32=8,10000,30
370,8,32=10,12000,35
370,9,32=12,14000,40
370,10,32=14,16000,45
370,11,33=17,32000,50
370,12,33=20,36000,55
370,13,33=23,40000,60
370,14,33=26,44000,65
370,15,33=30,48000,70
370,16,34=34,96000,75
370,17,34=38,104000,80
370,18,34=42,112000,85
370,19,34=46,120000,90
370,20,34=50,128000,95
371,1,31=1,0,0
371,2,31=2,500,6
371,3,31=3,1000,10
371,4,31=4,2000,15
371,5,31=5,4000,20
371,6,32=6,8000,25
371,7,32=8,10000,30
371,8,32=10,12000,35
371,9,32=12,14000,40
371,10,32=14,16000,45
371,11,33=17,32000,50
371,12,33=20,36000,55
371,13,33=23,40000,60
371,14,33=26,44000,65
371,15,33=30,48000,70
371,16,34=34,96000,75
371,17,34=38,104000,80
371,18,34=42,112000,85
371,19,34=46,120000,90
371,20,34=50,128000,95
372,1,31=1,0,0
372,2,31=2,500,6
372,3,31=3,1000,10
372,4,31=4,2000,15
372,5,31=5,4000,20
372,6,32=6,8000,25
372,7,32=8,10000,30
372,8,32=10,12000,35
372,9,32=12,14000,40
372,10,32=14,16000,45
372,11,33=17,32000,50
372,12,33=20,36000,55
372,13,33=23,40000,60
372,14,33=26,44000,65
372,15,33=30,48000,70
372,16,34=34,96000,75
372,17,34=38,104000,80
372,18,34=42,112000,85
372,19,34=46,120000,90
372,20,34=50,128000,95
373,1,31=1,0,0
373,2,31=2,500,6
373,3,31=3,1000,10
373,4,31=4,2000,15
373,5,31=5,4000,20
373,6,32=6,8000,25
373,7,32=8,10000,30
373,8,32=10,12000,35
373,9,32=12,14000,40
373,10,32=14,16000,45
373,11,33=17,32000,50
373,12,33=20,36000,55
373,13,33=23,40000,60
373,14,33=26,44000,65
373,15,33=30,48000,70
373,16,34=34,96000,75
373,17,34=38,104000,80
373,18,34=42,112000,85
373,19,34=46,120000,90
373,20,34=50,128000,95
374,1,31=1,0,0
374,2,31=2,500,6
374,3,31=3,1000,10
374,4,31=4,2000,15
374,5,31=5,4000,20
374,6,32=6,8000,25
374,7,32=8,10000,30
374,8,32=10,12000,35
374,9,32=12,14000,40
374,10,32=14,16000,45
374,11,33=17,32000,50
374,12,33=20,36000,55
374,13,33=23,40000,60
374,14,33=26,44000,65
374,15,33=30,48000,70
374,16,34=34,96000,75
374,17,34=38,104000,80
374,18,34=42,112000,85
374,19,34=46,120000,90
374,20,34=50,128000,95
375,1,31=1,0,0
375,2,31=2,500,6
375,3,31=3,1000,10
375,4,31=4,2000,15
375,5,31=5,4000,20
375,6,32=6,8000,25
375,7,32=8,10000,30
375,8,32=10,12000,35
375,9,32=12,14000,40
375,10,32=14,16000,45
375,11,33=17,32000,50
375,12,33=20,36000,55
375,13,33=23,40000,60
375,14,33=26,44000,65
375,15,33=30,48000,70
375,16,34=34,96000,75
375,17,34=38,104000,80
375,18,34=42,112000,85
375,19,34=46,120000,90
375,20,34=50,128000,95
376,1,31=1,0,0
376,2,31=2,500,6
376,3,31=3,1000,10
376,4,31=4,2000,15
376,5,31=5,4000,20
376,6,32=6,8000,25
376,7,32=8,10000,30
376,8,32=10,12000,35
376,9,32=12,14000,40
376,10,32=14,16000,45
376,11,33=17,32000,50
376,12,33=20,36000,55
376,13,33=23,40000,60
376,14,33=26,44000,65
376,15,33=30,48000,70
376,16,34=34,96000,75
376,17,34=38,104000,80
376,18,34=42,112000,85
376,19,34=46,120000,90
376,20,34=50,128000,95
377,1,31=1,0,0
377,2,31=2,500,6
377,3,31=3,1000,10
377,4,31=4,2000,15
377,5,31=5,4000,20
377,6,32=6,8000,25
377,7,32=8,10000,30
377,8,32=10,12000,35
377,9,32=12,14000,40
377,10,32=14,16000,45
377,11,33=17,32000,50
377,12,33=20,36000,55
377,13,33=23,40000,60
377,14,33=26,44000,65
377,15,33=30,48000,70
377,16,34=34,96000,75
377,17,34=38,104000,80
377,18,34=42,112000,85
377,19,34=46,120000,90
377,20,34=50,128000,95
,,,,0
,,,,0
1001,1,31=1,0,0
1001,2,31=2,500,6
1001,3,31=3,1000,10
1001,4,31=4,2000,15
1001,5,31=5,4000,20
1001,6,32=6,8000,25
1001,7,32=8,10000,30
1001,8,32=10,12000,35
1001,9,32=12,14000,40
1001,10,32=14,16000,45
1001,11,33=17,32000,50
1001,12,33=20,36000,55
1001,13,33=23,40000,60
1001,14,33=26,44000,65
1001,15,33=30,48000,70
1001,16,34=34,96000,75
1001,17,34=38,104000,80
1001,18,34=42,112000,85
1001,19,34=46,120000,90
1001,20,34=50,128000,95
1002,1,31=1,0,0
1002,2,31=2,500,6
1002,3,31=3,1000,10
1002,4,31=4,2000,15
1002,5,31=5,4000,20
1002,6,32=6,8000,25
1002,7,32=8,10000,30
1002,8,32=10,12000,35
1002,9,32=12,14000,40
1002,10,32=14,16000,45
1002,11,33=17,32000,50
1002,12,33=20,36000,55
1002,13,33=23,40000,60
1002,14,33=26,44000,65
1002,15,33=30,48000,70
1002,16,34=34,96000,75
1002,17,34=38,104000,80
1002,18,34=42,112000,85
1002,19,34=46,120000,90
1002,20,34=50,128000,95
1003,1,31=1,0,0
1003,2,31=2,500,6
1003,3,31=3,1000,10
1003,4,31=4,2000,15
1003,5,31=5,4000,20
1003,6,32=6,8000,25
1003,7,32=8,10000,30
1003,8,32=10,12000,35
1003,9,32=12,14000,40
1003,10,32=14,16000,45
1003,11,33=17,32000,50
1003,12,33=20,36000,55
1003,13,33=23,40000,60
1003,14,33=26,44000,65
1003,15,33=30,48000,70
1003,16,34=34,96000,75
1003,17,34=38,104000,80
1003,18,34=42,112000,85
1003,19,34=46,120000,90
1003,20,34=50,128000,95
1004,1,31=1,0,0
1004,2,31=2,500,6
1004,3,31=3,1000,10
1004,4,31=4,2000,15
1004,5,31=5,4000,20
1004,6,32=6,8000,25
1004,7,32=8,10000,30
1004,8,32=10,12000,35
1004,9,32=12,14000,40
1004,10,32=14,16000,45
1004,11,33=17,32000,50
1004,12,33=20,36000,55
1004,13,33=23,40000,60
1004,14,33=26,44000,65
1004,15,33=30,48000,70
1004,16,34=34,96000,75
1004,17,34=38,104000,80
1004,18,34=42,112000,85
1004,19,34=46,120000,90
1004,20,34=50,128000,95
1005,1,31=1,0,0
1005,2,31=2,500,6
1005,3,31=3,1000,10
1005,4,31=4,2000,15
1005,5,31=5,4000,20
1005,6,32=6,8000,25
1005,7,32=8,10000,30
1005,8,32=10,12000,35
1005,9,32=12,14000,40
1005,10,32=14,16000,45
1005,11,33=17,32000,50
1005,12,33=20,36000,55
1005,13,33=23,40000,60
1005,14,33=26,44000,65
1005,15,33=30,48000,70
1005,16,34=34,96000,75
1005,17,34=38,104000,80
1005,18,34=42,112000,85
1005,19,34=46,120000,90
1005,20,34=50,128000,95
1006,1,31=1,0,0
1006,2,31=2,500,6
1006,3,31=3,1000,10
1006,4,31=4,2000,15
1006,5,31=5,4000,20
1006,6,32=6,8000,25
1006,7,32=8,10000,30
1006,8,32=10,12000,35
1006,9,32=12,14000,40
1006,10,32=14,16000,45
1006,11,33=17,32000,50
1006,12,33=20,36000,55
1006,13,33=23,40000,60
1006,14,33=26,44000,65
1006,15,33=30,48000,70
1006,16,34=34,96000,75
1006,17,34=38,104000,80
1006,18,34=42,112000,85
1006,19,34=46,120000,90
1006,20,34=50,128000,95
1007,1,31=1,0,0
1007,2,31=2,500,6
1007,3,31=3,1000,10
1007,4,31=4,2000,15
1007,5,31=5,4000,20
1007,6,32=6,8000,25
1007,7,32=8,10000,30
1007,8,32=10,12000,35
1007,9,32=12,14000,40
1007,10,32=14,16000,45
1007,11,33=17,32000,50
1007,12,33=20,36000,55
1007,13,33=23,40000,60
1007,14,33=26,44000,65
1007,15,33=30,48000,70
1007,16,34=34,96000,75
1007,17,34=38,104000,80
1007,18,34=42,112000,85
1007,19,34=46,120000,90
1007,20,34=50,128000,95
1008,1,31=1,0,0
1008,2,31=2,500,6
1008,3,31=3,1000,10
1008,4,31=4,2000,15
1008,5,31=5,4000,20
1008,6,32=6,8000,25
1008,7,32=8,10000,30
1008,8,32=10,12000,35
1008,9,32=12,14000,40
1008,10,32=14,16000,45
1008,11,33=17,32000,50
1008,12,33=20,36000,55
1008,13,33=23,40000,60
1008,14,33=26,44000,65
1008,15,33=30,48000,70
1008,16,34=34,96000,75
1008,17,34=38,104000,80
1008,18,34=42,112000,85
1008,19,34=46,120000,90
1008,20,34=50,128000,95
1009,1,31=1,0,0
1009,2,31=2,500,6
1009,3,31=3,1000,10
1009,4,31=4,2000,15
1009,5,31=5,4000,20
1009,6,32=6,8000,25
1009,7,32=8,10000,30
1009,8,32=10,12000,35
1009,9,32=12,14000,40
1009,10,32=14,16000,45
1009,11,33=17,32000,50
1009,12,33=20,36000,55
1009,13,33=23,40000,60
1009,14,33=26,44000,65
1009,15,33=30,48000,70
1009,16,34=34,96000,75
1009,17,34=38,104000,80
1009,18,34=42,112000,85
1009,19,34=46,120000,90
1009,20,34=50,128000,95
1010,1,31=1,0,0
1010,2,31=2,500,6
1010,3,31=3,1000,10
1010,4,31=4,2000,15
1010,5,31=5,4000,20
1010,6,32=6,8000,25
1010,7,32=8,10000,30
1010,8,32=10,12000,35
1010,9,32=12,14000,40
1010,10,32=14,16000,45
1010,11,33=17,32000,50
1010,12,33=20,36000,55
1010,13,33=23,40000,60
1010,14,33=26,44000,65
1010,15,33=30,48000,70
1010,16,34=34,96000,75
1010,17,34=38,104000,80
1010,18,34=42,112000,85
1010,19,34=46,120000,90
1010,20,34=50,128000,95
1011,1,31=1,0,0
1011,2,31=2,500,6
1011,3,31=3,1000,10
1011,4,31=4,2000,15
1011,5,31=5,4000,20
1011,6,32=6,8000,25
1011,7,32=8,10000,30
1011,8,32=10,12000,35
1011,9,32=12,14000,40
1011,10,32=14,16000,45
1011,11,33=17,32000,50
1011,12,33=20,36000,55
1011,13,33=23,40000,60
1011,14,33=26,44000,65
1011,15,33=30,48000,70
1011,16,34=34,96000,75
1011,17,34=38,104000,80
1011,18,34=42,112000,85
1011,19,34=46,120000,90
1011,20,34=50,128000,95
1012,1,31=1,0,0
1012,2,31=2,500,6
1012,3,31=3,1000,10
1012,4,31=4,2000,15
1012,5,31=5,4000,20
1012,6,32=6,8000,25
1012,7,32=8,10000,30
1012,8,32=10,12000,35
1012,9,32=12,14000,40
1012,10,32=14,16000,45
1012,11,33=17,32000,50
1012,12,33=20,36000,55
1012,13,33=23,40000,60
1012,14,33=26,44000,65
1012,15,33=30,48000,70
1012,16,34=34,96000,75
1012,17,34=38,104000,80
1012,18,34=42,112000,85
1012,19,34=46,120000,90
1012,20,34=50,128000,95
1013,1,31=1,0,0
1013,2,31=2,500,6
1013,3,31=3,1000,10
1013,4,31=4,2000,15
1013,5,31=5,4000,20
1013,6,32=6,8000,25
1013,7,32=8,10000,30
1013,8,32=10,12000,35
1013,9,32=12,14000,40
1013,10,32=14,16000,45
1013,11,33=17,32000,50
1013,12,33=20,36000,55
1013,13,33=23,40000,60
1013,14,33=26,44000,65
1013,15,33=30,48000,70
1013,16,34=34,96000,75
1013,17,34=38,104000,80
1013,18,34=42,112000,85
1013,19,34=46,120000,90
1013,20,34=50,128000,95
1014,1,31=1,0,0
1014,2,31=2,500,6
1014,3,31=3,1000,10
1014,4,31=4,2000,15
1014,5,31=5,4000,20
1014,6,32=6,8000,25
1014,7,32=8,10000,30
1014,8,32=10,12000,35
1014,9,32=12,14000,40
1014,10,32=14,16000,45
1014,11,33=17,32000,50
1014,12,33=20,36000,55
1014,13,33=23,40000,60
1014,14,33=26,44000,65
1014,15,33=30,48000,70
1014,16,34=34,96000,75
1014,17,34=38,104000,80
1014,18,34=42,112000,85
1014,19,34=46,120000,90
1014,20,34=50,128000,95
1015,1,31=1,0,0
1015,2,31=2,500,6
1015,3,31=3,1000,10
1015,4,31=4,2000,15
1015,5,31=5,4000,20
1015,6,32=6,8000,25
1015,7,32=8,10000,30
1015,8,32=10,12000,35
1015,9,32=12,14000,40
1015,10,32=14,16000,45
1015,11,33=17,32000,50
1015,12,33=20,36000,55
1015,13,33=23,40000,60
1015,14,33=26,44000,65
1015,15,33=30,48000,70
1015,16,34=34,96000,75
1015,17,34=38,104000,80
1015,18,34=42,112000,85
1015,19,34=46,120000,90
1015,20,34=50,128000,95
1016,1,31=1,0,0
1016,2,31=2,500,6
1016,3,31=3,1000,10
1016,4,31=4,2000,15
1016,5,31=5,4000,20
1016,6,32=6,8000,25
1016,7,32=8,10000,30
1016,8,32=10,12000,35
1016,9,32=12,14000,40
1016,10,32=14,16000,45
1016,11,33=17,32000,50
1016,12,33=20,36000,55
1016,13,33=23,40000,60
1016,14,33=26,44000,65
1016,15,33=30,48000,70
1016,16,34=34,96000,75
1016,17,34=38,104000,80
1016,18,34=42,112000,85
1016,19,34=46,120000,90
1016,20,34=50,128000,95
1017,1,31=1,0,0
1017,2,31=2,500,6
1017,3,31=3,1000,10
1017,4,31=4,2000,15
1017,5,31=5,4000,20
1017,6,32=6,8000,25
1017,7,32=8,10000,30
1017,8,32=10,12000,35
1017,9,32=12,14000,40
1017,10,32=14,16000,45
1017,11,33=17,32000,50
1017,12,33=20,36000,55
1017,13,33=23,40000,60
1017,14,33=26,44000,65
1017,15,33=30,48000,70
1017,16,34=34,96000,75
1017,17,34=38,104000,80
1017,18,34=42,112000,85
1017,19,34=46,120000,90
1017,20,34=50,128000,95
1018,1,31=1,0,0
1018,2,31=2,500,6
1018,3,31=3,1000,10
1018,4,31=4,2000,15
1018,5,31=5,4000,20
1018,6,32=6,8000,25
1018,7,32=8,10000,30
1018,8,32=10,12000,35
1018,9,32=12,14000,40
1018,10,32=14,16000,45
1018,11,33=17,32000,50
1018,12,33=20,36000,55
1018,13,33=23,40000,60
1018,14,33=26,44000,65
1018,15,33=30,48000,70
1018,16,34=34,96000,75
1018,17,34=38,104000,80
1018,18,34=42,112000,85
1018,19,34=46,120000,90
1018,20,34=50,128000,95
1019,1,31=1,0,0
1019,2,31=2,500,6
1019,3,31=3,1000,10
1019,4,31=4,2000,15
1019,5,31=5,4000,20
1019,6,32=6,8000,25
1019,7,32=8,10000,30
1019,8,32=10,12000,35
1019,9,32=12,14000,40
1019,10,32=14,16000,45
1019,11,33=17,32000,50
1019,12,33=20,36000,55
1019,13,33=23,40000,60
1019,14,33=26,44000,65
1019,15,33=30,48000,70
1019,16,34=34,96000,75
1019,17,34=38,104000,80
1019,18,34=42,112000,85
1019,19,34=46,120000,90
1019,20,34=50,128000,95
1020,1,31=1,0,0
1020,2,31=2,500,6
1020,3,31=3,1000,10
1020,4,31=4,2000,15
1020,5,31=5,4000,20
1020,6,32=6,8000,25
1020,7,32=8,10000,30
1020,8,32=10,12000,35
1020,9,32=12,14000,40
1020,10,32=14,16000,45
1020,11,33=17,32000,50
