技能ID,技能名称,技能描述,辅助描述,技能星级,可升等级,消耗,攻击次数,作用范围类型,作用对象,作用中心横坐标,作用对象职业,作用对象阵营,作用对象属性,效果阵营覆盖,阵营覆盖成长,效果职业覆盖,职业覆盖成长,二级属性临时变更,临时变更成长,攻击系数,攻击系数成长,攻击常数,攻击常数成长,中毒系数,中毒系数成长,中毒常数,中毒常数成长,持续时间,伤害次数,无视防御,催眠,催眠成长,吸血百分比,吸血成长,攻击偷取,攻击偷取成长,增加怒气消耗,增加怒气消耗成长,怒气值增加,怒气值增加成长,伤害类型,伤害效果成长,驱散debuff,技能子弹,BUFF ID,技能展示图片,技能音效,技能icon,技能卡牌资源
1184,效力,对前方敌方武将造成%.1f%%的伤害。,1=132=0.32,,,,1,4,1,1,,,,,,,,0,,1.32,0.032,,,0,0,,,0,0,,0,,,,,,,,,,,,,1184,,,,resource/icon/skill/skill_icon.png,
1185,乱舞,施计使前2排敌方武将动乱，造成%.1f%%的伤害。,1=52=1.3,,,,1,5,1,1,,,,,,,,0,,0.52,0.0126,,,0,0,,,0,0,,0,,,,,,,,,,,,,1185,,,,resource/icon/skill/skill_icon.png,
1186,帷幕,催眠随机一个敌方武将，技能等级越高成功率越高。,,,,,1,4,1,,,,4,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1186,321,,,resource/icon/skill/skill_icon.png,
1187,庞统,使敌方攻击最高武将受到每回合x%攻击的火毒伤害，持续4回合。,,,,,0,4,1,,,,1,,,,,0,,,,,,0.2,0.0048,,,4000,4,,0,,,,,,,,,,,,,1187,94,,,resource/icon/skill/skill_icon.png,
1188,庞统,对敌方攻击最高武将造成%.1f%%的伤害。,,,,,1,4,1,,,,1,,,,,0,,1.48,0.0359,,,0,0,,,0,0,,0,,,,,,,,,,,,,1188,,,,resource/icon/skill/skill_icon.png,
1189,庞统,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1189,,,,resource/icon/skill/skill_icon.png,
1190,凌统,使前列敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1190,263,,,resource/icon/skill/skill_icon.png,
1191,凌统,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1191,,,,resource/icon/skill/skill_icon.png,
1192,凌统,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1192,,,,resource/icon/skill/skill_icon.png,
1193,孙鲁班,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1193,,,,resource/icon/skill/skill_icon.png,
1194,孙鲁班,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1194,,,,resource/icon/skill/skill_icon.png,
1195,孙鲁班,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1195,,,,resource/icon/skill/skill_icon.png,
1196,韩当,使前列敌方将领冰冻（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1196,240,,,resource/icon/skill/skill_icon.png,
1197,韩当,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1197,,,,resource/icon/skill/skill_icon.png,
1198,韩当,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1198,,,,resource/icon/skill/skill_icon.png,
1199,暗箭难防,发射一支魔法箭攻击最后方敌人，造成%.1f%%的伤害，且机率使其晕眩，持续2秒。,1=120=2,,,,1,4,1,4,,,,,,,,0,,1.2,0.02,,,0,0,,,0,0,,0,,,,,,,,,,,,,1199,1236,,,resource/icon/skill/skill_icon.png,
1200,沉寂术,沉默敌方后排武将，持续%.1f秒。,1=3=0.15,,,,0,3,1,4,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1200,1283,,,resource/icon/skill/skill_icon.png,
1201,鼓舞,提升己方全体武将%.1f%%的攻击，持续3秒。,1=20=1,,,,0,4,3,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1201,1057,,,resource/icon/skill/skill_icon.png,
1202,陆抗,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1202,,,,resource/icon/skill/skill_icon.png,
1203,陆抗,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1203,,,,resource/icon/skill/skill_icon.png,
1204,陆抗,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1204,,,,resource/icon/skill/skill_icon.png,
1205,孟获,,,,,,0,1,2,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1205,74,,,resource/icon/skill/skill_icon.png,
1206,孟获,对前排造成%.1f%%的伤害，并有吸血效果。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,24,,,,,,,,,,,1206,,,,resource/icon/skill/skill_icon.png,
1207,孟获,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1207,,,,resource/icon/skill/skill_icon.png,
1208,血洗河山,对敌方前方武将造成每回合%.1f%%攻击的伤害（无视防御），持续4回合。,,,,,0,4,1,1,,,,,,,,0,,0,0,,,0.232,0.0056,,,4000,4,,0,,,,,,,,,,,,,1208,94,,,resource/icon/skill/skill_icon.png,
1209,三板斧,对敌方前排武将造成%.1f%%的伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1209,,,,resource/icon/skill/skill_icon.png,
1210,不动如山,强化自身，提升自身防御%.1f%%。,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1210,,,,resource/icon/skill/skill_icon.png,
1211,破甲一击,对敌方前方武将造成%.1f%%的伤害，且降低对方25%%的防御，持续5秒。,1=120=2,,,,1,4,1,1,,,,,,,,0,,1.2,0.02,,,0,0,,,0,0,,0,,,,,,,,,,,,,1211,1162,,,resource/icon/skill/skill_icon.png,
1212,冲突,对敌方前排武将造成%.1f%%的伤害。,1=85=2.05,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1212,,,,resource/icon/skill/skill_icon.png,
1213,吸血天赋,每次攻击均增加%.1f%%吸血效果。,1=5=0.5,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1213,,,,resource/icon/skill/skill_icon.png,
1214,周泰,使敌方后排武将晕眩（技能等级越高成功率越高），持续%.1f秒。,1=2.5=0.125,,,,1,3,1,4,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1214,1234,,,resource/icon/skill/skill_icon.png,
1215,周泰,提升自身的生命值%.1f%%。,1=10=1,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1215,,,,resource/icon/skill/skill_icon.png,
1216,周泰,自身成功格挡后，吸收%.1f%%本次伤害转为自身生命。,1=20=1,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1216,,,,resource/icon/skill/skill_icon.png,
1217,黄盖,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1217,,,,resource/icon/skill/skill_icon.png,
1218,黄盖,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1218,,,,resource/icon/skill/skill_icon.png,
1219,黄盖,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1219,,,,resource/icon/skill/skill_icon.png,
1220,典韦,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1220,,,,resource/icon/skill/skill_icon.png,
1221,典韦,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1221,,,,resource/icon/skill/skill_icon.png,
1222,典韦,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1222,,,,resource/icon/skill/skill_icon.png,
1223,曹丕,对前列敌方武将造成%.1f%%的伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1223,,,,resource/icon/skill/skill_icon.png,
1224,曹丕,对随机一个敌方武将造成沉默效果，持续%.1f秒，该状态下不可释放技能。,,,,,0,4,1,,,,4,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1224,282,,,resource/icon/skill/skill_icon.png,
1225,曹丕,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1225,,,,resource/icon/skill/skill_icon.png,
1226,法正,使前列敌方将领晕眩（等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1226,221,,,resource/icon/skill/skill_icon.png,
1227,法正,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1227,,,,resource/icon/skill/skill_icon.png,
1228,法正,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1228,,,,resource/icon/skill/skill_icon.png,
1229,邓艾,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1229,,,,resource/icon/skill/skill_icon.png,
1230,邓艾,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1230,,,,resource/icon/skill/skill_icon.png,
1231,邓艾,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1231,,,,resource/icon/skill/skill_icon.png,
1232,撕裂,对前排敌方武将造成%.1f%%的伤害，若对方处于流血状态，伤害提升25%%。,1=85=2.05,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1232,,,,resource/icon/skill/skill_icon.png,
1233,挥击,对前排敌方武将造成%.1f%%的伤害，且机率使其流血，持续3秒。,1=60=1.45,,,,1,3,1,1,,,,,,,,0,,0.6,0.0145,,,0.1,0.0024,,,4000,4,,0,,,,,,,,,,,,,1233,1097,,,resource/icon/skill/skill_icon.png,
1234,击晕,对前排敌方武将造成%.1f%%的伤害，若敌方处于流血状态，晕眩1.5秒。,1=80=1.94,,,,1,3,1,1,,,,,,,,0,,0.8,0.0194,,,0,0,,,0,0,,0,,,,,,,,,,,,,1234,,,,resource/icon/skill/skill_icon.png,
1235,袁术,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1235,,,,resource/icon/skill/skill_icon.png,
1236,袁术,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1236,,,,resource/icon/skill/skill_icon.png,
1237,袁术,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1237,,,,resource/icon/skill/skill_icon.png,
1238,骑兵之魂,提升己方骑兵武将%d的攻击力，其他职业武将%d的攻击力，持续5秒。,1=16=0.8 2=8=0.4,,,,0,4,3,,,,,,,,,0,,0,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,1238,1060,,,resource/icon/skill/skill_icon.png,
1239,螺旋枪,给予枪身螺旋之力，对前排敌方武将造成%.1f%%的伤害。,1=85=2.05,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1239,,,,resource/icon/skill/skill_icon.png,
1240,攻击强化,提升自身攻击%.1f%%。,1=5=0.5,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1240,,,,resource/icon/skill/skill_icon.png,
1241,曹洪,使前排敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,3,1,1,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1241,265,,,resource/icon/skill/skill_icon.png,
1242,曹洪,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1242,,,,resource/icon/skill/skill_icon.png,
1243,曹洪,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1243,,,,resource/icon/skill/skill_icon.png,
1244,围杀,对前方敌方武将造成%.1f%%的伤害，且使其此时无法攻击和移动。,1=120=2.9,,,,1,4,1,1,,,,,,,,0,,1.2,0.0291,,,0,0,,,0,0,,0,,,,,,,,,,,,,1244,1239,,,resource/icon/skill/skill_icon.png,
1245,乌巢之怒,对前方一列武将造成%.1f%%的伤害。,1=88=2.13,,,,1,2,1,,,,,,,,,0,,0.88,0.0213,,,0,0,,,0,0,,0,,,,,,,,,,,,,1245,,,,resource/icon/skill/skill_icon.png,
1246,联军盟主,鼓舞士气，为己方提升怒气值%d。,1=200=15,,,,0,1,2,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,200,15,,,,1246,,,,resource/icon/skill/skill_icon.png,
1247,文鸯,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1247,,,,resource/icon/skill/skill_icon.png,
1248,文鸯,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1248,,,,resource/icon/skill/skill_icon.png,
1249,文鸯,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1249,,,,resource/icon/skill/skill_icon.png,
1250,张燕,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1250,,,,resource/icon/skill/skill_icon.png,
1251,张燕,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1251,,,,resource/icon/skill/skill_icon.png,
1252,张燕,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1252,,,,resource/icon/skill/skill_icon.png,
1253,荀攸,对全体己方将领回复%.1f%%基本攻击，附加%d的生命。,,,,,1,4,3,,,,,,,,,0,,-0.42,-0.0102,,,0,0,,,0,0,,0,,,,,,,,,,,,,1253,,,,resource/icon/skill/skill_icon.png,
1254,荀攸,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1254,,,,resource/icon/skill/skill_icon.png,
1255,荀攸,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1255,,,,resource/icon/skill/skill_icon.png,
1256,曹植,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1256,,,,resource/icon/skill/skill_icon.png,
1257,曹植,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1257,,,,resource/icon/skill/skill_icon.png,
1258,曹植,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1258,,,,resource/icon/skill/skill_icon.png,
1259,天谴,召唤黄巾符100%%禁锢敌方随机一个武将，持续%.1f秒。,1=1.5=0.075,,,,0,4,1,,,,4,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1259,1237,,,resource/icon/skill/skill_icon.png,
1260,天劫,引发龙卷风袭击敌方后排武将，造成%.1f%%的伤害。,1=96=2.5,,,,1,3,1,4,,,,,,,,0,,0.96,0.0233,,,0,0,,,0,0,,0,,,,,,,,,,,,,1260,,,,resource/icon/skill/skill_icon.png,
1261,垂死,死亡后开启亡灵状态，该状态可继续攻击，持续%.1f秒。,1=2=0.1,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1261,,,,resource/icon/skill/skill_icon.png,
1262,诸葛果,对敌方最后方武将造成%.1f%%的伤害，并机率使其晕眩，持续3秒。,,,,,1,4,1,4,,,,,,,,0,,1.32,0.032,,,0,0,,,0,0,,0,,,,,,,,,,,,,1262,222,,,resource/icon/skill/skill_icon.png,
1263,诸葛果,使己方全体每回合回复%.1f%%攻击的生命，持续4回合。,,,,,0,4,3,,,,,,,,,0,,,,,,-0.1,-0.0024,,,2000,4,,0,,,,,,,,,,,,,1263,15,,,resource/icon/skill/skill_icon.png,
1264,诸葛果,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1264,,,,resource/icon/skill/skill_icon.png,
1265,点燃,点燃前方敌方，对敌方前2排武将造成%.1f%%的伤害,1=52=1.3,,,,1,5,1,1,,,,,,,,0,,0.52,0.0126,,,0,0,,,0,0,,0,,,,,,,,,,,,,1265,,,,resource/icon/skill/skill_icon.png,
1266,怒火,以怒气激发自身潜力，提升自身%.1f%%的攻击，持续5秒,1=16=0.8,,,,0,1,2,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1266,1059,,,resource/icon/skill/skill_icon.png,
1267,爆破,%.1f%%的概率使引爆，点燃次数+1,1=18=0.9,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1267,,,,resource/icon/skill/skill_icon.png,
1268,陷阵技,对敌方前2排武将释放陷阵技，机率使对方缓速%.1f秒（成功率与技能等级有关）。,1=5=0.25,,,,0,5,1,1,,,,,,,,0,,0,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,1268,1276,,,resource/icon/skill/skill_icon.png,
1269,孤军奋战,高顺天赋技能，每当己方死亡一个武将，提升%.1f%%的攻击。,1=16=1,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1269,,,,resource/icon/skill/skill_icon.png,
1270,不屈,血量低于50%%时，闪避提升%d。,1=100=10,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1270,,,,resource/icon/skill/skill_icon.png,
1271,重击,对前排敌人发动猛烈的攻击，造成%.1f%%的伤害，且概率使其眩晕1秒。,1=80=1.96,,,,1,3,1,1,,,,,,,,0,,0.8,0.0194,,,0,0,,,0,0,,0,,,,,,,,,,,,,1271,1239,,,resource/icon/skill/skill_icon.png,
1272,厚甲,装备厚甲，提升自身%.1f%%的防御力。,1=12=1.2,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1272,,,,resource/icon/skill/skill_icon.png,
1273,威吓,对前排造成%.1f%%的伤害，且使其无法技能，持续2.5秒.,1=85=2.05,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1273,1284,,,resource/icon/skill/skill_icon.png,
1274,辛宪英,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1274,,,,resource/icon/skill/skill_icon.png,
1275,辛宪英,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1275,,,,resource/icon/skill/skill_icon.png,
1276,穆皇后,使前列敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1276,267,,,resource/icon/skill/skill_icon.png,
1277,穆皇后,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1277,,,,resource/icon/skill/skill_icon.png,
1278,敬哀皇后,使前列敌方将领晕眩（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1278,223,,,resource/icon/skill/skill_icon.png,
1279,敬哀皇后,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1279,,,,resource/icon/skill/skill_icon.png,
1280,卞夫人,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1280,,,,resource/icon/skill/skill_icon.png,
1281,卞夫人,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1281,,,,resource/icon/skill/skill_icon.png,
1282,曹彰,使前列敌方将领晕眩（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1282,224,,,resource/icon/skill/skill_icon.png,
1283,曹彰,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1283,,,,resource/icon/skill/skill_icon.png,
1284,马腾,使前列敌方将领晕眩（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1284,225,,,resource/icon/skill/skill_icon.png,
1285,马腾,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1285,,,,resource/icon/skill/skill_icon.png,
1286,郭汜,使前列敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1286,268,,,resource/icon/skill/skill_icon.png,
1287,郭汜,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1287,,,,resource/icon/skill/skill_icon.png,
1288,马良,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1288,,,,resource/icon/skill/skill_icon.png,
1289,马良,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1289,,,,resource/icon/skill/skill_icon.png,
1290,马谡,对前排敌方将领造成%.1f%%基本攻击，但命中较低。,,,,,1,3,1,1,,,,,,,,1=-333,,1.18,0.0286,,,0,0,,,0,0,,0,,,,,,,,,,,,,1290,,,,resource/icon/skill/skill_icon.png,
1291,马谡,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1291,,,,resource/icon/skill/skill_icon.png,
1292,关索,使前列敌方将领冰冻（技能等级越高成功率越高），持续%.1f秒。,,,,,0,2,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1292,241,,,resource/icon/skill/skill_icon.png,
1293,关索,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1293,,,,resource/icon/skill/skill_icon.png,
1294,马忠,对前列敌方将领造成%.1f%%基本攻击，且附带80%%的爆伤。,,,,,1,2,1,,,,,,,,,4=80,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1294,,,,resource/icon/skill/skill_icon.png,
1295,马忠,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1295,,,,resource/icon/skill/skill_icon.png,
1296,吕范,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1296,,,,resource/icon/skill/skill_icon.png,
1297,吕范,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1297,,,,resource/icon/skill/skill_icon.png,
1298,陈武,对前2排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,5,1,1,,,,,,,,0,,0.52,0.0126,,,0,0,,,0,0,,0,,,,,,,,,,,,,1298,,,,resource/icon/skill/skill_icon.png,
1299,陈武,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1299,,,,resource/icon/skill/skill_icon.png,
1300,陈登,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1300,,,,resource/icon/skill/skill_icon.png,
1301,陈登,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1301,,,,resource/icon/skill/skill_icon.png,
1302,郭淮,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1302,,,,resource/icon/skill/skill_icon.png,
1303,郭淮,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1303,,,,resource/icon/skill/skill_icon.png,
1304,王双,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1304,,,,resource/icon/skill/skill_icon.png,
1305,王双,自身提升攻击速度，持续5秒,,,,,0,1,2,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1305,284,,,resource/icon/skill/skill_icon.png,
1306,李异,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1306,,,,resource/icon/skill/skill_icon.png,
1307,李异,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1307,,,,resource/icon/skill/skill_icon.png,
1308,庞德,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1308,,,,resource/icon/skill/skill_icon.png,
1309,庞德,对2排攻击,,,,,1,5,1,1,,,,,,,,0,,0.52,0.0126,,,0,0,,,0,0,,0,,,,,,,,,,,,,1309,,,,resource/icon/skill/skill_icon.png,
1310,周仓,使前排敌方将领缓速（技能等级越高成功率越高），持续%.1f秒。,,,,,0,3,1,1,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1310,269,,,resource/icon/skill/skill_icon.png,
1311,周仓,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1311,,,,resource/icon/skill/skill_icon.png,
1312,陈到,降低全体敌方将领攻击6%%，持续%.1f秒，技能等级越高成功率越高。,,,,,0,4,1,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1312,,,,resource/icon/skill/skill_icon.png,
1313,陈到,,,,,,0,,,,,,,,,,,0,,,,,,0,0,,,0,0,,0,,,,,,,,,,,,,1313,,,,resource/icon/skill/skill_icon.png,
